model,n_tiles,fit_ok,a,b,c,r_star_km,r_star_boot_p025_km,r_star_boot_p50_km,r_star_boot_p975_km,n_boot_valid
logtau = a + b*logr + c*logr^2,4669,1,6.538523787010427,-0.2292123640775048,0.028813262980596444,53.38605550623927,0.4776548085003819,53.94172922998674,100.59743180163284,941
