quadkey,n_points,tau_hours,tau_r2,phi0,phi_inf,t_first_overlap_hours,t_intensity_geq_thr_hours,intensity_thr,lat,lon,distance_km,n_crisis_pre
2301003323033,16,1017.1903155584833,0.1175414766982037,0.937042523912063,1.0492665989885155,16.0,160.0,0.95,38.89958291122775,-121.387939453125,5.045513196417236,14.009696424785837
2301003323122,16,351.42529022808725,0.1418074695228212,0.9270511778476472,1.06198947372972,16.0,40.0,0.95,38.89958291122775,-121.365966796875,6.92473424108437,44.29420349247709
2301003322101,16,559.3098250921511,0.07470366105084325,0.9396189838207667,0.8914644714841606,16.0,40.0,0.95,38.950864885966624,-121.519775390625,8.034866719802976,15.008492378089842
2301003323302,16,7787.98517321004,0.00016661799795236742,1.5343699763215404,1.2410338660810993,16.0,16.0,0.95,38.86537433698996,-121.365966796875,8.323545591526134,20.97255850564758
2301003321221,16,727.9900705232726,0.024753150765428056,0.937459844439909,1.1006097295562491,16.0,40.0,0.95,38.98503227187443,-121.431884765625,8.680785711217487,30.704095634577747
2301003323121,16,573.0048286724314,0.05039786409424862,0.9633751001349978,1.0167234951011443,16.0,64.0,0.95,38.91668102155377,-121.343994140625,8.823571505114513,96.9682228992084
2301003320331,15,598.8753255505978,0.05720059129792632,1.2859117235452766,1.059492425149718,16.0,16.0,0.95,38.98503227187443,-121.475830078125,8.998405628284967,12.811758616836473
2301003323301,16,199.90901135457838,0.15372753308397313,0.9725020874101249,1.0402983934862076,16.0,16.0,0.95,38.88248068286238,-121.343994140625,9.204903475640283,149.4073089876454
2301003323320,16,421.90756376077246,0.112286766656569,1.0438961643887732,0.931266752780622,16.0,16.0,0.95,38.84826387414438,-121.365966796875,9.529270706922674,22.85653383049444
2301003321322,16,234.67442575788277,0.28836107487290197,1.1033030270993565,1.0129649579928373,16.0,40.0,0.95,38.96795063899681,-121.365966796875,9.593413387006636,17.34448652297761
2301003322100,16,183.5580371867928,0.27394183173184505,1.164590017920315,0.9657933494370354,16.0,16.0,0.95,38.950864885966624,-121.541748046875,9.625774819843885,18.985710793084905
2301003323233,16,1615.6394516733753,0.002011043423852832,0.9820419538642936,1.0186235068117229,16.0,112.0,0.95,38.83114929486112,-121.387939453125,9.852091932121596,62.42344915022723
2301003321203,16,224.66838227295702,0.2363131769171415,0.9171919272126305,1.0875359525200232,16.0,16.0,0.95,39.002109784075145,-121.431884765625,10.565685433491845,134.60488529004215
2301003320322,16,1390.623469172672,0.03684598821235063,1.0669766709059083,0.9627591981725487,16.0,16.0,0.95,38.96795063899681,-121.541748046875,10.70046944320821,88.22165772823065
2301003320313,13,475.3904329864657,0.25142392621016374,1.3104967016210558,1.139459274044869,16.0,16.0,0.95,39.002109784075145,-121.475830078125,10.828093920856032,11.050846426040266
2301003321212,16,435.1084580657638,0.1400160151468678,0.9332364873545141,1.0550521889584457,16.0,112.0,0.95,39.002109784075145,-121.409912109375,10.938757140340424,59.01501932233979
2301003323321,13,596.0616483519439,0.02352552733880453,1.005255919286794,1.0251938999830053,16.0,16.0,0.95,38.84826387414438,-121.343994140625,10.979682664945658,80.02102968196422
2301003323310,16,740.5605528917308,0.05393767769494151,1.0074252155079804,1.0180450488144306,16.0,16.0,0.95,38.88248068286238,-121.322021484375,11.03151466162262,528.6959807632518
2301003323112,15,322.5586760447244,0.05254021250190544,1.082226056812215,1.0106119209885842,16.0,16.0,0.95,38.93377501330977,-121.322021484375,11.054317511135556,43.082290622345184
2301003322011,16,715.5375381037984,0.009741598598776435,0.9589076797864756,1.122532477592093,16.0,16.0,0.95,38.950864885966624,-121.563720703125,11.312691442792005,10.389655586799268
2301003320312,16,6139.586903294172,0.00022957756192987233,1.1516834649220722,1.0157860915438923,16.0,16.0,0.95,39.002109784075145,-121.497802734375,11.440464413989067,19.2001606488328
2301021101011,16,108.97206161628088,0.7601522153653847,1.0010595480443554,1.1371001945781967,16.0,88.0,0.95,38.81403059967728,-121.387939453125,11.536211936733507,150.31660185614498
2301003323312,16,1082.5827025311717,0.016753972439015552,0.9997819424408502,1.0297881155375215,16.0,16.0,0.95,38.86537433698996,-121.322021484375,11.661631595397264,409.95144682109793
2301003320233,16,182.9546045509467,0.33661632709976175,1.0690270828856105,1.0858470723899611,16.0,16.0,0.95,38.96795063899681,-121.563720703125,12.239811282480881,36.681449892548855
2301003321321,16,1175.7537314886474,0.00790351489672958,0.8913928677362701,0.9008159403739877,16.0,64.0,0.95,38.98503227187443,-121.343994140625,12.279398718259314,21.14150453243091
2301003321201,16,196.76210639985067,0.42554613927593776,0.8957864340382484,1.026799186784631,16.0,40.0,0.95,39.01918317507621,-121.431884765625,12.454392904145546,193.3462006643058
2301021101100,16,332.17674731878833,0.13113582919923283,0.9971614441604887,1.0549513674281927,16.0,40.0,0.95,38.81403059967728,-121.365966796875,12.474213950360227,279.71764250486746
2301003321302,16,1269.2582204575385,0.006814365778825882,1.0195376964076934,0.9828941434983938,16.0,88.0,0.95,39.002109784075145,-121.365966796875,12.544365711594843,27.99740647402298
2301003323330,16,213.38300247955408,0.3968984683580099,1.0461315195518612,1.016316501847918,16.0,16.0,0.95,38.84826387414438,-121.322021484375,12.55130666406951,287.47841974868084
2301003321210,16,628.5719834459634,0.025595107503410763,1.0427801329977426,1.0064532683912768,16.0,112.0,0.95,39.01918317507621,-121.40991210937496,12.772339907749119,135.11565915203727
