n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
9,-0.9047619047619048,-0.9476190476190477,-0.880952380952381,0.002008275505429469,0.00038091365608979613,0.0038503204637324005
