removed_slug,n_after_remove,spearman_rho,spearman_p
flooding_in_central_and_eastern_europe_sept_16_2024,8,-0.9047619047619048,0.002008275505429469
park_fire_california_29_july_2024,8,-0.9047619047619048,0.002008275505429469
spain_flood,8,-0.9047619047619048,0.002008275505429469
the_flooding_across_bagmati_and_koshi_provinces_nepal,8,-0.9285714285714287,0.0008629681828999767
the_flooding_across_rio_grande_do_sul_state_brazil,8,-0.880952380952381,0.0038503204637324005
the_wildfires_in_quito_pichincha_province_ecuador,8,-0.880952380952381,0.0038503204637324005
tropical_storm_debby_united_states_pre_landfall_4_august_2024,8,-0.9285714285714287,0.0008629681828999767
turkiye_earthquake_2023,8,-0.9047619047619048,0.002008275505429469
typhoon_yagi_across_northeastern_vietnam,8,-0.9523809523809524,0.000260400024387251
