slug,short_name,disaster_type,event_type,D_peak,t_peak_hours,fit_method,fit_min_tprime_hours,n_mono,n_post_fit,n_total_post,alpha,logA,r2,t_decay_start,t_decay_end,D_inf,D_inf_abs,near_delta_peak_windows_mean,D_inf_summary,n_time_windows,D_peak_summary,D_peak_snr,catalog_exclude_reason,route_b_exclude_via_catalog,route_b_exclude_via_cli,quality_short_windows,quality_short_post_peak,quality_low_signal,quality_low_snr,quality_missing_near_delta,analysis_n_mono_lt_threshold,analysis_alpha_nan,data_quality_ok,analysis_applicability_ok,route_b_base_ok,route_b_excluded_slug,route_b_low_r2,route_b_selected,route_b_selected_plot,drop_reason_primary,drop_reason_class
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,0.1426724059165762,519.0,monotone_truncated,24.0,6,7,7,-0.014878197323548087,-0.26017756501145484,0.14082254965527652,24.0,144.0,0.8717764245837184,0.12437843991670976,0.10130224222134002,0.8717764245837184,27,0.1426724059165762,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
hurricane_debby_across_florida_and_georgia_us,debby_pre,hurricane,NEUTRAL,0.04988296177968236,220.0,monotone_truncated,24.0,0,0,0,,,,,,,,-0.011418709590718315,,8,0.04988296177968236,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,0.10301149441804595,179.75,monotone_truncated,24.0,2,6,6,,,,24.0,48.0,0.9080796353325424,0.0935426402861994,0.09136087031118433,0.9080796353325424,7,0.10301149441804595,,,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,analysis_n_mono_lt_threshold,analysis_applicability
hurricane_john_southern_mexico_25_september_2024,john_sm,hurricane,INFL,0.1154977972412495,23.0,monotone_truncated,24.0,2,11,11,,,,24.0,48.0,0.754328518039867,0.08712328222986078,0.0950457668541722,0.754328518039867,13,0.1154977972412495,,,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,analysis_n_mono_lt_threshold,analysis_applicability
hurricane_melissa_10_27_2025,melissa,hurricane,NEUTRAL,0.4859721502432578,48.0,monotone_truncated,24.0,3,3,3,0.5177465020766816,1.6051300315098,0.9923994694503929,24.0,288.0,0.24918080348352806,0.1210949308682328,,0.24918080348352806,5,0.4859721502432578,,,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,data_quality_short_post_peak,data_quality
line_fire_southern_california_9_september_2024,line_fire,wildfire,INFL,0.11161292058009191,304.0,monotone_truncated,24.0,1,1,1,,,,24.0,24.0,0.9792946558972618,0.10930193665316952,0.10727361797996018,0.9792946558972618,15,0.11161292058009191,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
park_fire_2024,park_fire1,wildfire,INFL,0.06584986260321869,497.1333333333333,monotone_truncated,24.0,0,0,0,,,,,,,,0.054062158352429106,,17,0.06584986260321869,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
park_fire_california_29_july_2024,park_fire2,wildfire,INFL,0.03950909683095676,161.13333333333333,monotone_truncated,24.0,5,12,12,0.22263452531866407,0.5661877712582912,0.710898435813511,24.0,120.0,0.86039695372135,0.03399350655763704,0.04602092377705498,0.86039695372135,15,0.03950909683095676,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
spain_flood,spain_flood,flood,INFL,0.1268297089427715,120.5,monotone_truncated,24.0,4,5,5,0.05753786648193489,0.07607345598991842,0.8131357693611689,24.0,96.0,0.8643318145942538,0.10962295247496676,0.20263897177644288,0.8643318145942538,10,0.1268297089427715,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,0.21193679634191,36.0,monotone_truncated,24.0,5,14,14,1.215462091736481,3.3656657699688144,0.944199067047627,24.0,120.0,0.4338381608618579,0.09194626994392838,-0.11960544950603617,0.4338381608618579,15,0.21193679634191,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
the_flooding_across_rio_grande_do_sul_state_brazil,the_flooding_across_ri,flood,NEUTRAL,0.10874257943783087,255.0,monotone_truncated,24.0,3,18,18,0.38957619948066224,0.8454476699476002,0.9316519498034503,24.0,72.0,0.20930911538553285,0.022760813106873414,0.0010061238318122088,0.20930911538553285,30,0.10874257943783087,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
