r_bin_km,phi_mean,n_tiles_mean,n_tiles_overlap_mean,path_coverage_frac_mean,r_center_km,abs_dev
70.0,0.942430824370294,86.33333333333333,80.33333333333333,0.0833333333333333,75.0,0.05756917562970598
80.0,1.0548147597049906,98.33333333333333,97.0,0.0833333333333333,85.0,0.05481475970499061
90.0,1.0580440742166268,133.0,131.33333333333334,0.0833333333333333,95.0,0.05804407421662683
100.0,1.0336773275679894,159.0,158.66666666666666,0.0833333333333333,105.0,0.03367732756798936
110.0,1.0287052544406696,172.0,172.0,0.0833333333333333,115.0,0.028705254440669625
120.0,1.0173321351000781,172.66666666666666,168.66666666666666,0.0833333333333333,125.0,0.01733213510007814
130.0,1.021293530093064,172.0,169.33333333333334,0.0833333333333333,135.0,0.021293530093063895
140.0,1.0198554186159374,171.66666666666666,168.33333333333334,0.0833333333333333,145.0,0.019855418615937426
150.0,1.0262501973929299,160.0,158.66666666666666,0.0833333333333333,155.0,0.026250197392929886
160.0,1.011519539420575,140.33333333333334,139.0,0.0833333333333333,165.0,0.011519539420574931
170.0,1.006477123427318,116.0,113.66666666666667,0.0833333333333333,175.0,0.006477123427317988
180.0,0.9852960516751788,66.33333333333333,64.66666666666667,0.0833333333333333,185.0,0.014703948324821248
