r_bin_km,phi_mean,r_center_km,abs_dev
0.0,1.170573847286493,5.0,0.17057384728649305
10.0,1.1751078032808848,15.0,0.17510780328088482
20.0,1.158154597051376,25.0,0.15815459705137602
30.0,1.1749823987948171,35.0,0.17498239879481714
40.0,1.1897032815225688,45.0,0.18970328152256877
50.0,1.1667618982414698,55.0,0.1667618982414698
60.0,1.1492175336358448,65.0,0.14921753363584478
70.0,1.154793480038566,75.0,0.15479348003856597
80.0,1.112526198525452,85.0,0.11252619852545198
90.0,1.0996145100089716,95.0,0.09961451000897159
100.0,1.0841950383118326,105.0,0.08419503831183262
110.0,1.0959137130355305,115.0,0.09591371303553053
120.0,1.0946819547411581,125.0,0.09468195474115815
130.0,1.1117419632444197,135.0,0.11174196324441965
140.0,1.1580117450926668,145.0,0.1580117450926668
150.0,1.164592421461209,155.0,0.1645924214612089
160.0,1.145490195302487,165.0,0.14549019530248697
170.0,1.1298311138049781,175.0,0.12983111380497814
180.0,1.1178221564311865,185.0,0.11782215643118654
190.0,1.1181458041676051,195.0,0.11814580416760512
200.0,1.1364959864956383,205.0,0.13649598649563832
210.0,1.118310850115554,215.0,0.11831085011555409
220.0,1.1178093823795274,225.0,0.11780938237952743
230.0,1.1136191791582268,235.0,0.11361917915822684
240.0,1.1041668077918112,245.0,0.1041668077918112
250.0,1.1259308612660353,255.0,0.12593086126603525
260.0,1.124528919286253,265.0,0.12452891928625309
270.0,1.123277250180355,275.0,0.12327725018035496
280.0,1.1201111810181572,285.0,0.12011118101815721
290.0,0.9764655014042136,295.0,0.02353449859578638
300.0,1.0196732626133187,305.0,0.0196732626133187
310.0,1.3821450884947986,315.0,0.38214508849479856
320.0,0.5239936710666022,325.0,0.4760063289333978
330.0,1.2938518638059435,335.0,0.2938518638059435
370.0,1.4566527148978303,375.0,0.4566527148978303
380.0,1.1174180622358945,385.0,0.11741806223589446
390.0,1.1168488693494794,395.0,0.11684886934947936
