slug,name,event_type,distance_band,distance_center_km,fit_mode,t_start_hours,t_end_hours,t_peak_hours,n_points_total,max_abs_dev,low_signal,exp_fit_ok,exp_tau_hours,exp_tau_days,exp_A,exp_r2,exp_bic,pl_fit_ok,pl_beta,pl_A,pl_r2,pl_bic,best_model_by_bic
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,0-25km,12.5,from_peak,,,,0,,1,0,,,,,,0,,,,,
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,25-50km,37.5,from_peak,16.0,736.0,16.0,31,0.14218025735506457,0,1,1312.7861456006653,54.699422733361054,0.04098386008310907,0.030225647740058204,-219.07651793950072,1,0.2749890746488659,0.12653165997198274,0.41090526024065277,-234.52928629904028,power_law
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,50-100km,75.0,from_peak,664.0,736.0,664.0,4,0.05937212757038823,0,0,,,,,,0,,,,,
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,100-200km,150.0,from_peak,40.0,736.0,40.0,30,0.08745368871072956,0,1,2087.9999999999227,86.99999999999677,0.0659634347277106,-0.06543748601661559,-253.46512102951394,1,0.07318990654120557,0.08374334767527422,0.2190084185680069,-262.7824132761561,power_law
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,200km+,300.0,from_peak,16.0,736.0,16.0,31,0.18201797351390792,0,1,818.4980941835084,34.104087257646185,0.10242190071876804,0.25542494345134004,-219.02527620945244,1,0.19252874542862383,0.19069561834389567,0.684664805146596,-245.6597780287455,power_law
