hours_since_quake,0-25km,25-50km,50-100km,100-200km,200km+
0.0,,,0.9981780374053174,0.9871240268793524,0.9863892469378516
24.0,,,1.1321058051609345,1.080058804431426,1.0007264521697017
48.0,,,0.9092114623121544,0.9292873756353266,0.9611379088691728
72.0,,,0.9278062504429568,0.9219815794568808,0.9941949124505368
96.0,,,0.9416360856525277,0.9348592268525868,0.9260818437112188
120.0,,,0.9530559763936584,0.9397353261426524,0.9141965479085628
144.0,,,0.9482163168739992,0.9468970149914536,0.9199781118106404
168.0,,,0.9591215736111702,0.952468137514382,0.9131418289344896
192.0,,,0.972150279649586,0.9493262925040928,0.9272951058456508
216.0,,,0.9643436592923076,0.9518218097641236,0.9336367252654916
240.0,,,0.9613154885479972,0.95497609808255,0.933624177879854
264.0,,,0.9594389018554876,0.9473663513129288,0.925178238018252
288.0,,,0.988585067808564,0.9668061481939604,0.937152469860216
312.0,,,0.9790050849573616,0.9570212028024118,0.9332038968540926
336.0,,,0.9718994287341324,0.9558401139194456,0.9435577608957378
360.0,,,0.9577682959776342,0.9456671284541384,0.9347623230833692
384.0,,,0.9678678654270764,0.939804395280927,0.9529906321424434
408.0,,,0.96136002622273,0.958025632392918,0.945256590303482
432.0,,,0.9661642503822822,0.9511023711284272,0.9408671978882766
456.0,,,0.9671578152608816,0.9496903383341656,0.9365630534794288
480.0,,,0.9613155206401686,0.9488103133323736,0.9203034145215242
504.0,,,0.9508130939315014,0.9391205687899224,0.9159049231780684
528.0,,,0.9569821657023432,0.944302530650696,0.9068258684550566
552.0,,,0.971114313438408,0.9548396941502912,0.9417434377461829
576.0,,,0.9809433936975168,0.961787461067178,0.9403570981560704
600.0,,,0.9664294006119352,0.9559676776376612,0.9350843938029676
624.0,,,0.9709258841223438,0.9420687767059468,0.9249978366336248
648.0,,,0.9673315901717228,0.9351277226815948,0.9190069461293834
672.0,,,0.950818486720766,0.9262794733641478,0.9071914382055682
696.0,,,0.961937200705477,0.9378605818960668,0.924355563708507
720.0,,,0.9624666611699144,0.936148096158399,0.934575029190999
744.0,,,0.9539942410092738,0.926828437998266,0.9190255035663696
