fit_ok,alpha,slope,intercept,r2_loglog,n_points_fit,r_min_fit,r_max_fit,y_min_fit,y_max_fit,time_min_hours,time_max_hours
1,-0.16881374954588613,0.16881374954588613,-3.8052604721826486,0.013549816031852346,30,15.0,305.0,0.0017693046182847283,0.42771015011400015,24.0,72.0
