window_start_pt,hours_since_quake,r_bin_km,n_tiles,n_tiles_crisis,n_tiles_overlap,baseline_sum,crisis_sum,baseline_sum_overlap,crisis_sum_overlap,path_sector_occupied,phi_aggregate,phi_overlap,tile_overlap_ratio,path_coverage_frac
2024-10-10 08:00:00,0.0,0.0,599,545,527,200777.63953041035,193408.9519982544,196911.69198466698,193034.65849859075,4,0.9632992620622982,0.9803108010144054,0.8797996661101837,0.3333333333333333
2024-10-10 08:00:00,0.0,10.0,646,597,583,223957.6478223596,231969.97654526783,221651.50268119143,231789.56399866403,4,1.035776088920453,1.0457387439058083,0.9024767801857585,0.3333333333333333
2024-10-10 08:00:00,0.0,20.0,601,583,563,282105.88998773036,279366.5405758424,278167.8635082606,279007.100392272,4,0.9902896411981787,1.003017015960891,0.9367720465890182,0.3333333333333333
2024-10-10 08:00:00,0.0,30.0,517,494,485,338379.41626039334,332210.9814101994,337316.62599891215,332100.1949841719,4,0.9817706557970799,0.9845355057750487,0.9381044487427466,0.3333333333333333
2024-10-10 08:00:00,0.0,40.0,579,569,557,303545.3037934696,267146.6372266825,302515.34820748935,266893.21804891725,4,0.8800881907514123,0.8822468665816598,0.9620034542314335,0.3333333333333333
2024-10-10 08:00:00,0.0,50.0,571,562,557,324101.9337689611,274127.6215386169,323569.2505422167,274068.3452224225,4,0.8458068063673794,0.8470160398837536,0.9754816112084063,0.3333333333333333
2024-10-10 08:00:00,0.0,60.0,555,531,525,225096.62047238168,215590.38571414913,224050.80918698694,215497.8357547733,4,0.9577682031019257,0.9618257418339625,0.9459459459459459,0.3333333333333333
2024-10-10 08:00:00,0.0,70.0,554,538,527,134224.7193690667,142558.0360276151,133288.6429658191,142395.96014662995,4,1.062084813421252,1.0683277808083496,0.9512635379061372,0.3333333333333333
2024-10-10 08:00:00,0.0,80.0,527,520,497,127236.2211434863,132226.28993894265,126383.79968683718,131750.2046783948,4,1.0392189327112205,1.0424611778159454,0.9430740037950665,0.3333333333333333
2024-10-10 08:00:00,0.0,90.0,508,498,485,176017.59424818362,181571.3657348227,174997.29371856016,181399.9948098081,4,1.0315523656050445,1.0365874291835913,0.9547244094488189,0.3333333333333333
2024-10-10 08:00:00,0.0,100.0,483,487,460,131349.84258130455,130800.1239806588,129768.53873525868,130423.56257227552,4,0.9958148514696127,1.005047632063987,0.9523809523809523,0.3333333333333333
2024-10-10 08:00:00,0.0,110.0,451,447,434,91347.03377075578,109564.57201743567,90925.051907593,109326.40750385026,4,1.1994321818089744,1.2023793796121065,0.9623059866962306,0.3333333333333333
2024-10-10 08:00:00,0.0,120.0,424,421,404,94265.03327775907,116077.50945415613,93733.32563854803,115827.94950356176,4,1.231395199449248,1.235717912647359,0.9528301886792453,0.3333333333333333
2024-10-10 08:00:00,0.0,130.0,409,415,396,120428.5908868378,141282.59127506043,119860.51930582395,141032.8197087414,4,1.17316486255177,1.176641153613696,0.9682151589242054,0.3333333333333333
2024-10-10 08:00:00,0.0,140.0,404,414,389,84605.33706617959,96233.98702656699,84241.29562865518,95836.89809674601,4,1.1374458203658155,1.1376474849010574,0.9628712871287128,0.3333333333333333
2024-10-10 08:00:00,0.0,150.0,424,421,401,49635.998262982146,62467.8160227404,48992.113144179195,62086.45500875068,4,1.2585183779677913,1.2672744861205734,0.9457547169811321,0.3333333333333333
2024-10-10 08:00:00,0.0,160.0,343,361,319,30784.987412041446,34264.679353818356,30175.661301924476,33673.128823250416,4,1.1130321053961465,1.1159035915180717,0.9300291545189504,0.3333333333333333
2024-10-10 08:00:00,0.0,170.0,296,308,277,41262.81858147704,44562.62686255901,40805.62993192271,44043.54498211149,4,1.0799705011562943,1.0793497136446781,0.9358108108108109,0.3333333333333333
2024-10-10 08:00:00,0.0,180.0,301,325,293,52585.96130155637,62821.69216963312,52352.938283350384,62286.00786101676,4,1.194647594428854,1.1897328001707472,0.973421926910299,0.3333333333333333
2024-10-10 08:00:00,0.0,190.0,260,277,252,95558.22097714093,110251.35875216416,95316.46953718399,109909.02785995229,4,1.1537611063158875,1.1530958751790066,0.9692307692307692,0.3333333333333333
2024-10-10 08:00:00,0.0,200.0,238,271,236,76843.57703686554,95459.43554837497,76814.07240669228,94919.49209747784,4,1.2422565324175177,1.2357044630432608,0.9915966386554622,0.3333333333333333
2024-10-10 08:00:00,0.0,210.0,205,236,202,52440.04752160561,67799.79220930923,52377.37281950566,67345.95529291255,4,1.2929010444045712,1.2857833768216893,0.9853658536585366,0.3333333333333333
2024-10-10 08:00:00,0.0,220.0,214,231,212,55900.45542728364,66311.99179945953,55871.275962206346,66017.067399179,4,1.1862513693778294,1.1815922629695388,0.9906542056074766,0.3333333333333333
2024-10-10 08:00:00,0.0,230.0,227,233,226,109239.0530773084,131284.29948448343,109228.49142879678,131186.10760563923,3,1.2018073737015427,1.2010246217778815,0.9955947136563876,0.25
2024-10-10 08:00:00,0.0,240.0,153,169,153,128674.76222625522,154070.13225459447,128674.76222625522,153853.6204228728,2,1.1973609244654,1.1956782958910337,1.0,0.16666666666666666
2024-10-10 08:00:00,0.0,250.0,124,126,122,138583.35615777748,162303.08877325314,138426.49754203117,162260.90856485476,2,1.1711585956142576,1.1721809873545823,0.9838709677419355,0.16666666666666666
2024-10-10 08:00:00,0.0,260.0,105,101,99,193473.88250997855,223212.74978582165,193092.87369974412,223183.5683760131,2,1.1537099834356677,1.155835345446562,0.9428571428571428,0.16666666666666666
2024-10-10 08:00:00,0.0,270.0,117,118,116,245462.5824620775,281610.40533687413,244955.34394588668,281575.1081467475,2,1.147264086086853,1.1494956738275959,0.9914529914529915,0.16666666666666666
2024-10-10 08:00:00,0.0,280.0,114,112,110,113695.70169500618,130127.75095752877,113624.76585324739,130105.02757622537,2,1.1445265653630627,1.1450411061287744,0.9649122807017544,0.16666666666666666
2024-10-10 08:00:00,0.0,290.0,52,52,48,22112.4107848295,29111.685205549693,21372.49245995893,29045.4299262614,2,1.3165314939573272,1.3590099507896711,0.9230769230769231,0.16666666666666666
2024-10-10 08:00:00,0.0,300.0,3,3,3,112.2730819973615,161.9893321964621,112.2730819973615,161.9893321964621,1,1.4428154043216608,1.4428154043216608,1.0,0.08333333333333333
2024-10-10 08:00:00,0.0,310.0,9,9,9,575.4092009680725,583.7138530680439,575.4092009680725,583.7138530680439,1,1.0144326022003118,1.0144326022003118,1.0,0.08333333333333333
2024-10-10 08:00:00,0.0,320.0,31,27,27,5078.472124191442,5570.02383254243,5001.730184137176,5570.02383254243,1,1.0967912585380684,1.113619413179779,0.8709677419354839,0.08333333333333333
2024-10-10 08:00:00,0.0,330.0,7,7,7,101.5368967945545,141.28984010176052,101.5368967945545,141.28984010176052,1,1.3915122931877706,1.3915122931877706,1.0,0.08333333333333333
2024-10-10 08:00:00,0.0,340.0,4,7,4,76.93712334934371,159.31035308576085,76.93712334934371,118.6417002156679,1,2.0706564809083132,1.5420605170921033,1.0,0.08333333333333333
2024-10-11 08:00:00,24.0,0.0,594,569,554,201950.21973029,205016.93666121867,200776.69183476653,204461.84450359741,4,1.0151855092558173,1.018354484453124,0.9326599326599326,0.3333333333333333
2024-10-11 08:00:00,24.0,10.0,649,629,607,224210.4806858633,234663.16543493496,222797.69354597927,234060.4240220181,4,1.04661996494141,1.0505513782337002,0.9352850539291218,0.3333333333333333
