r_bin_km,phi_mean,n_tiles_mean,n_tiles_overlap_mean,r_center_km,abs_dev
0.0,0.937651600495976,290.6666666666667,239.33333333333334,5.0,0.062348399504024044
10.0,0.9433455303393373,253.33333333333334,219.66666666666666,15.0,0.056654469660662676
20.0,0.9515242101054843,222.0,187.33333333333334,25.0,0.04847578989451573
30.0,0.9823334905804121,201.0,178.33333333333334,35.0,0.017666509419587917
40.0,0.9690587229180441,166.0,143.0,45.0,0.03094127708195593
50.0,0.9378280696261586,143.66666666666666,121.33333333333333,55.0,0.06217193037384139
60.0,1.0033480109604194,192.0,170.0,65.0,0.0033480109604193675
70.0,0.9789535201733198,148.33333333333334,122.66666666666667,75.0,0.021046479826680176
80.0,0.9978367457849564,192.0,165.0,85.0,0.0021632542150435974
90.0,0.9621997078831065,102.33333333333333,84.66666666666667,95.0,0.03780029211689351
100.0,0.9645258066119927,121.0,103.0,105.0,0.03547419338800728
110.0,1.0337919432411466,118.66666666666667,107.33333333333333,115.0,0.03379194324114665
120.0,1.0221084340706834,100.66666666666667,93.33333333333333,125.0,0.022108434070683414
130.0,0.8693984829032061,77.33333333333333,66.33333333333333,135.0,0.1306015170967939
170.0,0.930586305243247,74.66666666666667,65.0,175.0,0.06941369475675296
180.0,0.9914675565230183,75.33333333333333,65.66666666666667,185.0,0.008532443476981677
190.0,0.9971536656143986,86.0,77.66666666666667,195.0,0.0028463343856014456
310.0,0.9638718119703301,51.333333333333336,42.666666666666664,315.0,0.03612818802966988
420.0,0.8775532151715232,56.333333333333336,48.666666666666664,425.0,0.12244678482847682
430.0,0.9396762732096736,80.0,67.66666666666667,435.0,0.06032372679032638
440.0,0.9684886400429371,59.666666666666664,50.0,445.0,0.03151135995706289
450.0,0.9713114912510701,96.33333333333333,83.66666666666667,455.0,0.02868850874892992
460.0,0.9673666799037884,88.66666666666667,82.33333333333333,465.0,0.03263332009621156
470.0,0.9695626805143404,93.33333333333333,83.66666666666667,475.0,0.030437319485659642
480.0,0.9841637325093456,172.0,159.0,485.0,0.015836267490654365
490.0,0.9800733729568702,164.66666666666666,157.66666666666666,495.0,0.019926627043129752
