r_bin_km,phi_mean,r_center_km,abs_dev
0.0,0.6083746867112995,5.0,0.39162531328870054
10.0,0.701414384621514,15.0,0.29858561537848605
20.0,0.8769216919898709,25.0,0.12307830801012909
30.0,0.8994740784193826,35.0,0.10052592158061735
40.0,0.9585391495393013,45.0,0.041460850460698695
50.0,0.9290373489769477,55.0,0.07096265102305233
60.0,0.9620358674418918,65.0,0.037964132558108155
70.0,0.9037544945602037,75.0,0.09624550543979626
80.0,1.014841066234066,85.0,0.014841066234065892
90.0,1.0643554474939332,95.0,0.06435544749393318
100.0,1.0716202603753264,105.0,0.07162026037532643
110.0,1.0716404196176326,115.0,0.07164041961763257
120.0,0.9750673587906805,125.0,0.024932641209319484
130.0,0.876602206023327,135.0,0.12339779397667305
140.0,0.9131994779749033,145.0,0.0868005220250967
150.0,0.9107300293507288,155.0,0.08926997064927122
160.0,0.9202942256741684,165.0,0.07970577432583159
170.0,0.8554681162249063,175.0,0.14453188377509374
180.0,0.8642654079152393,185.0,0.13573459208476069
190.0,0.9815683922078517,195.0,0.018431607792148252
200.0,0.931588029631587,205.0,0.06841197036841296
210.0,1.004864653276806,215.0,0.004864653276805964
220.0,0.9080798266782182,225.0,0.09192017332178182
230.0,0.9007169046614076,235.0,0.09928309533859236
240.0,0.9757091736288261,245.0,0.024290826371173857
250.0,0.9872920787062525,255.0,0.012707921293747537
260.0,0.9448129148414279,265.0,0.05518708515857207
270.0,0.9227960217346224,275.0,0.07720397826537762
280.0,0.894580829017443,285.0,0.10541917098255704
290.0,0.8113712651204423,295.0,0.18862873487955767
300.0,1.0139853152920262,305.0,0.01398531529202618
310.0,0.9333815884989813,315.0,0.06661841150101866
320.0,1.2173558263326685,325.0,0.21735582633266848
330.0,1.0152051210258193,335.0,0.01520512102581928
340.0,1.2573830494334395,345.0,0.2573830494334395
350.0,1.6313234732211663,355.0,0.6313234732211663
360.0,1.0762651174903224,365.0,0.07626511749032239
370.0,1.0773541180735544,375.0,0.07735411807355441
380.0,1.1413869274011283,385.0,0.14138692740112835
390.0,1.2543491733504735,395.0,0.25434917335047347
420.0,0.9181221671521713,425.0,0.08187783284782868
