window_start_pt,hours_since_quake,only_hour_pt,distance_band,n_od,F_r,F_total,P,A
2023-02-05 08:00:00,-8.0,8,0-25km,5,36.652480938099345,57.0,0.643025981370164,0.643025981370164
2023-02-05 08:00:00,-8.0,8,25-50km,377,191.2424431938727,8526.0,0.022430500022738997,0.022430500022738997
2023-02-05 08:00:00,-8.0,8,50-100km,180,112.17001852379457,4548.0,0.02466359246345527,0.02466359246345527
2023-02-05 08:00:00,-8.0,8,100-200km,820,17.676177127436425,18978.0,0.0009314035792726539,0.0009314035792726539
2023-02-05 08:00:00,-8.0,8,200km+,12260,-776.5732207089708,305282.0,-0.0025437897442658615,0.0025437897442658615
2023-02-06 08:00:00,16.0,8,0-25km,1,10.961234981297657,11.0,0.9964759073906961,0.9964759073906961
2023-02-06 08:00:00,16.0,8,25-50km,345,894.6779504343383,9931.0,0.09008941198613818,0.09008941198613818
2023-02-06 08:00:00,16.0,8,50-100km,115,-226.45895258603318,3128.0,-0.07239736335870627,0.07239736335870627
2023-02-06 08:00:00,16.0,8,100-200km,829,432.39444533569133,19381.0,0.02231022368998975,0.02231022368998975
2023-02-06 08:00:00,16.0,8,200km+,27739,21321.701446303818,835498.0,0.025519751628733784,0.025519751628733784
2023-02-07 08:00:00,40.0,8,0-25km,1,13.950662703469746,14.0,0.9964759073906961,0.9964759073906961
2023-02-07 08:00:00,40.0,8,25-50km,296,403.75122179009264,8430.0,0.04789456960736568,0.04789456960736568
2023-02-07 08:00:00,40.0,8,50-100km,134,-431.48637616582994,3774.0,-0.11433131323948859,0.11433131323948859
2023-02-07 08:00:00,40.0,8,100-200km,694,280.8684951910289,15572.0,0.01803676439706068,0.01803676439706068
2023-02-07 08:00:00,40.0,8,200km+,26123,25739.475434872642,791479.0,0.03252073072674404,0.03252073072674404
2023-02-08 08:00:00,64.0,8,0-25km,1,10.961234981297657,11.0,0.9964759073906961,0.9964759073906961
2023-02-08 08:00:00,64.0,8,25-50km,237,165.35759694618022,5544.0,0.029826406375573634,0.029826406375573634
2023-02-08 08:00:00,64.0,8,50-100km,166,-192.78673833152413,3981.0,-0.04842671146232709,0.04842671146232709
2023-02-08 08:00:00,64.0,8,100-200km,802,589.1226224622128,18419.0,0.031984506350084846,0.031984506350084846
2023-02-08 08:00:00,64.0,8,200km+,27236,24955.990262161184,829922.0,0.030070284029295746,0.030070284029295746
2023-02-09 08:00:00,88.0,8,0-25km,0,0.0,0.0,,
2023-02-09 08:00:00,88.0,8,25-50km,280,-1.8622004641080547,6317.0,-0.00029479190503531023,0.00029479190503531023
2023-02-09 08:00:00,88.0,8,50-100km,191,-252.56017198755768,4927.0,-0.051260436774418036,0.051260436774418036
2023-02-09 08:00:00,88.0,8,100-200km,922,486.1106450509569,21340.0,0.02277931794990426,0.02277931794990426
2023-02-09 08:00:00,88.0,8,200km+,28246,23109.794797194587,862577.0,0.0267915731548541,0.0267915731548541
2023-02-10 08:00:00,112.0,8,0-25km,0,0.0,0.0,,
2023-02-10 08:00:00,112.0,8,25-50km,304,63.57537711371392,6804.0,0.00934382379684214,0.00934382379684214
2023-02-10 08:00:00,112.0,8,50-100km,195,-446.58692535850867,5074.0,-0.08801476652710065,0.08801476652710065
2023-02-10 08:00:00,112.0,8,100-200km,942,462.31924459213405,22080.0,0.02093837158478868,0.02093837158478868
2023-02-10 08:00:00,112.0,8,200km+,28747,22845.287941859577,876452.0,0.026065646426569368,0.026065646426569368
2023-02-11 08:00:00,136.0,8,0-25km,2,16.574079777497136,22.0,0.7533672626135062,0.7533672626135062
2023-02-11 08:00:00,136.0,8,25-50km,333,200.53874571318414,7663.0,0.02616974366608171,0.02616974366608171
2023-02-11 08:00:00,136.0,8,50-100km,215,-424.0583950639822,5550.0,-0.07640691802954634,0.07640691802954634
2023-02-11 08:00:00,136.0,8,100-200km,918,410.2791946728186,21799.0,0.0188210098937024,0.0188210098937024
2023-02-11 08:00:00,136.0,8,200km+,22613,10605.597677012478,657301.0,0.01613507004707505,0.01613507004707505
2023-02-12 08:00:00,160.0,8,0-25km,0,0.0,0.0,,
2023-02-12 08:00:00,160.0,8,25-50km,347,7.566980478832894,8154.0,0.000928008398188974,0.000928008398188974
2023-02-12 08:00:00,160.0,8,50-100km,202,-324.1622947290303,5318.0,-0.06095567783547016,0.06095567783547016
2023-02-12 08:00:00,160.0,8,100-200km,844,-22.212231598700455,19006.0,-0.0011686957591655507,0.0011686957591655507
2023-02-12 08:00:00,160.0,8,200km+,14730,-2105.9833844709156,383509.0,-0.005491353226315198,0.005491353226315198
2023-02-13 08:00:00,184.0,8,0-25km,22,280.67187996294155,451.0,0.6223323280774757,0.6223323280774757
2023-02-13 08:00:00,184.0,8,25-50km,524,-1144.0760261519251,13650.0,-0.08381509349098352,0.08381509349098352
2023-02-13 08:00:00,184.0,8,50-100km,262,-771.5162127481816,7796.0,-0.09896308526785295,0.09896308526785295
2023-02-13 08:00:00,184.0,8,100-200km,1358,1639.8546330366123,35234.0,0.04654182417655141,0.04654182417655141
2023-02-13 08:00:00,184.0,8,200km+,30620,24170.084759842877,953138.0,0.025358431580571626,0.025358431580571626
2023-02-14 08:00:00,208.0,8,0-25km,30,364.8718407420448,597.0,0.6111756126332409,0.6111756126332409
2023-02-14 08:00:00,208.0,8,25-50km,630,-1843.267169235329,16502.0,-0.11169962242366556,0.11169962242366556
2023-02-14 08:00:00,208.0,8,50-100km,278,-844.9328745759658,8397.0,-0.10062318382469522,0.10062318382469522
2023-02-14 08:00:00,208.0,8,100-200km,1409,2038.3454957163297,37059.0,0.05500271177625758,0.05500271177625758
2023-02-14 08:00:00,208.0,8,200km+,31106,23354.710410188578,967776.0,0.02413235129842916,0.02413235129842916
2023-02-15 08:00:00,232.0,8,0-25km,36,465.95510226703675,761.0,0.6122931698647001,0.6122931698647001
2023-02-15 08:00:00,232.0,8,25-50km,702,-2078.5797118079954,18819.0,-0.11045112449163055,0.11045112449163055
2023-02-15 08:00:00,232.0,8,50-100km,272,-668.0904059766297,8412.0,-0.0794211134066369,0.0794211134066369
2023-02-15 08:00:00,232.0,8,100-200km,1375,2086.2781395888633,37045.0,0.05631740152757088,0.05631740152757088
2023-02-15 08:00:00,232.0,8,200km+,30376,21335.283429187868,940791.0,0.022678026712827683,0.022678026712827683
2023-02-16 08:00:00,256.0,8,0-25km,46,595.415388760871,969.0,0.6144637654910949,0.6144637654910949
2023-02-16 08:00:00,256.0,8,25-50km,776,-2736.677861980443,21772.0,-0.12569712759417798,0.12569712759417798
2023-02-16 08:00:00,256.0,8,50-100km,282,-839.027580548101,8927.0,-0.09398763084441593,0.09398763084441593
2023-02-16 08:00:00,256.0,8,100-200km,1479,2480.248787451409,39580.0,0.06266419372034888,0.06266419372034888
2023-02-16 08:00:00,256.0,8,200km+,30457,22133.76467768459,942949.0,0.02347291812991433,0.02347291812991433
2023-02-17 08:00:00,280.0,8,0-25km,38,559.9853076113453,897.0,0.6242868535243538,0.6242868535243538
2023-02-17 08:00:00,280.0,8,25-50km,805,-2653.341849500854,22910.0,-0.11581588168925597,0.11581588168925597
2023-02-17 08:00:00,280.0,8,50-100km,303,-790.794409119018,9364.0,-0.08445049221689642,0.08445049221689642
2023-02-17 08:00:00,280.0,8,100-200km,1442,2224.0746081235693,39218.0,0.056710556584312545,0.056710556584312545
2023-02-17 08:00:00,280.0,8,200km+,30410,20067.17291068987,945618.0,0.021221225601342056,0.021221225601342056
2023-02-18 08:00:00,304.0,8,0-25km,24,323.9735926168853,506.0,0.6402640170294176,0.6402640170294176
2023-02-18 08:00:00,304.0,8,25-50km,775,-2695.33274672645,22033.0,-0.12233162741008713,0.12233162741008713
2023-02-18 08:00:00,304.0,8,50-100km,287,-895.1495033657746,8870.0,-0.10091877151812567,0.10091877151812567
2023-02-18 08:00:00,304.0,8,100-200km,1236,1157.1683388841443,32678.0,0.035411235047559345,0.035411235047559345
2023-02-18 08:00:00,304.0,8,200km+,24150,9271.522914996345,708189.0,0.013091876483532426,0.013091876483532426
2023-02-19 08:00:00,328.0,8,0-25km,10,92.1263162587717,129.0,0.7141574903780752,0.7141574903780752
2023-02-19 08:00:00,328.0,8,25-50km,542,47.489090736235966,13687.0,0.0034696493560485106,0.0034696493560485106
2023-02-19 08:00:00,328.0,8,50-100km,229,-334.84556903081995,6310.0,-0.053065858800446904,0.053065858800446904
2023-02-19 08:00:00,328.0,8,100-200km,914,-48.14648298014516,21788.0,-0.0022097706526594987,0.0022097706526594987
2023-02-19 08:00:00,328.0,8,200km+,15710,-3282.5639550855544,414659.0,-0.007916297379498708,0.007916297379498708
2023-02-20 08:00:00,352.0,8,0-25km,50,790.5333525957138,1276.0,0.6195402449809669,0.6195402449809669
2023-02-20 08:00:00,352.0,8,25-50km,1024,-3059.2260005449975,34098.0,-0.08971863454000227,0.08971863454000227
2023-02-20 08:00:00,352.0,8,50-100km,399,-1128.7487818534332,13298.0,-0.08488109353688023,0.08488109353688023
2023-02-20 08:00:00,352.0,8,100-200km,1781,1777.550109927366,52117.0,0.03410691540049055,0.03410691540049055
2023-02-20 08:00:00,352.0,8,200km+,32224,24854.071654519295,1015470.0,0.024475436649550746,0.024475436649550746
2023-02-21 08:00:00,376.0,8,0-25km,47,683.3304264540543,1131.0,0.6041825167586687,0.6041825167586687
2023-02-21 08:00:00,376.0,8,25-50km,903,-3467.0042114362814,28104.0,-0.12336337216895393,0.12336337216895393
2023-02-21 08:00:00,376.0,8,50-100km,332,-1138.0647219835257,10354.0,-0.1099154647463324,0.1099154647463324
2023-02-21 08:00:00,376.0,8,100-200km,1483,1746.806080249467,40729.0,0.04288850893096975,0.04288850893096975
2023-02-21 08:00:00,376.0,8,200km+,31899,22855.211783652427,1006007.0,0.02271874031060661,0.02271874031060661
2023-02-23 08:00:00,424.0,8,0-25km,54,812.9200081055538,1362.0,0.5968575683594375,0.5968575683594375
2023-02-23 08:00:00,424.0,8,25-50km,977,-4215.9542759355445,31722.0,-0.13290316738968364,0.13290316738968364
2023-02-23 08:00:00,424.0,8,50-100km,368,-1043.1359905248244,11425.0,-0.09130293133696493,0.09130293133696493
2023-02-23 08:00:00,424.0,8,100-200km,1583,2327.8507591923108,43832.0,0.0531084768934183,0.0531084768934183
2023-02-23 08:00:00,424.0,8,200km+,31511,25135.89642043616,986300.0,0.025485041488833172,0.025485041488833172
2023-02-24 08:00:00,448.0,8,0-25km,55,807.8410062477556,1320.0,0.6120007623089058,0.6120007623089058
2023-02-24 08:00:00,448.0,8,25-50km,965,-3793.142684382274,31040.0,-0.12220176173911966,0.12220176173911966
2023-02-24 08:00:00,448.0,8,50-100km,367,-1004.2721088570528,11269.0,-0.08911812129355336,0.08911812129355336
2023-02-24 08:00:00,448.0,8,100-200km,1527,2543.214174061921,42503.0,0.05983610978194294,0.05983610978194294
2023-02-24 08:00:00,448.0,8,200km+,31239,21712.68202265143,971880.0,0.022340908365900553,0.022340908365900553
2023-02-25 08:00:00,472.0,8,0-25km,35,478.9411856038986,758.0,0.6318485298204467,0.6318485298204467
2023-02-25 08:00:00,472.0,8,25-50km,868,-2900.9029971819123,26163.0,-0.1108780719788217,0.1108780719788217
2023-02-25 08:00:00,472.0,8,50-100km,323,-878.0692369750493,9931.0,-0.08841700100443553,0.08841700100443553
2023-02-25 08:00:00,472.0,8,100-200km,1322,569.1078364534668,34728.0,0.016387578796748067,0.016387578796748067
2023-02-25 08:00:00,472.0,8,200km+,24754,8792.840391149763,725997.0,0.012111400448142021,0.012111400448142021
2023-02-26 08:00:00,496.0,8,0-25km,14,117.46313166526951,174.0,0.6750754693406293,0.6750754693406293
2023-02-26 08:00:00,496.0,8,25-50km,605,-19.308860015921425,15659.0,-0.0012330838505601523,0.0012330838505601523
2023-02-26 08:00:00,496.0,8,50-100km,242,-425.7324181891532,6692.0,-0.06361811389556982,0.06361811389556982
2023-02-26 08:00:00,496.0,8,100-200km,1029,-139.50890628939396,24122.0,-0.00578347178050717,0.00578347178050717
2023-02-26 08:00:00,496.0,8,200km+,15999,-3238.4358583354283,419685.0,-0.007716348829087121,0.007716348829087121
2023-02-27 08:00:00,520.0,8,0-25km,54,877.8950591300928,1392.0,0.6306717378808138,0.6306717378808138
2023-02-27 08:00:00,520.0,8,25-50km,1082,-3729.4143604447286,35693.0,-0.10448587567435431,0.10448587567435431
2023-02-27 08:00:00,520.0,8,50-100km,391,-1188.5849465845376,12242.0,-0.09709074878161555,0.09709074878161555
2023-02-27 08:00:00,520.0,8,100-200km,1675,2469.367907350526,47150.0,0.05237259612620415,0.05237259612620415
2023-02-27 08:00:00,520.0,8,200km+,32376,23876.429701495945,1020724.0,0.02339166092057789,0.02339166092057789
2023-02-28 08:00:00,544.0,8,0-25km,53,856.014882650488,1425.0,0.6007121983512196,0.6007121983512196
2023-02-28 08:00:00,544.0,8,25-50km,1084,-4222.019352369678,35717.0,-0.11820755809193599,0.11820755809193599
2023-02-28 08:00:00,544.0,8,50-100km,396,-1124.9944157550258,12405.0,-0.09068878804957886,0.09068878804957886
2023-02-28 08:00:00,544.0,8,100-200km,1674,2696.128302035555,47331.0,0.056963265133539435,0.056963265133539435
2023-02-28 08:00:00,544.0,8,200km+,32417,22919.65420853353,1017322.0,0.02252939994272564,0.02252939994272564
2023-03-01 08:00:00,568.0,8,0-25km,59,918.2907351445692,1523.0,0.6029486113884237,0.6029486113884237
2023-03-01 08:00:00,568.0,8,25-50km,1078,-4201.029133634816,36448.0,-0.11526089589647762,0.11526089589647762
2023-03-01 08:00:00,568.0,8,50-100km,408,-1093.7556633693898,12907.0,-0.0847412770875796,0.0847412770875796
2023-03-01 08:00:00,568.0,8,100-200km,1701,3050.112310385384,47791.0,0.06382189764569446,0.06382189764569446
2023-03-01 08:00:00,568.0,8,200km+,32093,22893.96010895769,1005336.0,0.022772446335312464,0.022772446335312464
2023-03-02 08:00:00,592.0,8,0-25km,60,912.5001180686514,1495.0,0.6103679719522752,0.6103679719522752
2023-03-02 08:00:00,592.0,8,25-50km,1112,-4187.26015553326,36433.0,-0.11493042449244532,0.11493042449244532
2023-03-02 08:00:00,592.0,8,50-100km,413,-1106.6098797089799,12659.0,-0.08741684806927719,0.08741684806927719
