slug,short_name,disaster_type,event_type,t_peak_hours,t_peak_source,D_peak,near_delta,r_bin_km,bin_type,peak_delta_mean,delta0_signed,delta0_abs,tau,A,C,r2,n_points,fit_ok,tau_fit_method,daily_avg_applied,median_step_hours_raw
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,0.0,INFL,0.06956753369415286,0.09238793356938142,0.09238793356938142,7.2336367046831445,0.8067863054250549,0.07324285485621206,0.42889959356761265,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,10.0,INFL,0.0480157900675453,0.07900127388350946,0.07900127388350946,3.769472657699154,4.999999999752835,0.06194824283120777,0.17018244864023369,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,20.0,INFL,0.06716898879727892,0.09672147016694699,0.09672147016694699,622.0088692820252,1.9358164367425846e-14,0.0747423770380464,-5.340172748447003e-13,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,30.0,INFL,0.039500861909703776,0.07272815433918171,0.07272815433918171,938.7743082562165,0.05413124716367565,7.498883560380364e-13,0.19074885041262857,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,40.0,INFL,0.07762560705255077,0.1049256453251169,0.1049256453251169,35.49069925682893,0.08998469039174124,0.08214815268498711,0.5613175957718193,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,50.0,INFL,0.09639090900627045,0.11944998376583686,0.11944998376583686,148.9208392220409,0.016857568273730073,0.09828979416607445,0.5297086811343598,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,60.0,INFL,0.08764601206603694,0.1094075618470171,0.1094075618470171,37.05444279071656,0.02746391308440127,0.0978579415767994,0.28613148525057974,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,70.0,INFL,0.09345732792187827,0.12091257732810597,0.12091257732810597,23.920943642188405,0.05649391695936842,0.1047600311107684,0.36290154936395225,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,80.0,INFL,0.10183146971881969,0.12155878589559266,0.12155878589559266,27.364720194168402,0.039154926079243944,0.11094145337828606,0.5210966130128687,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,90.0,INFL,0.1600422657140823,0.17025019643127215,0.17025019643127215,8.173727587248141,2.5060864320986813e-14,0.17814364596663307,-1.9984014443252818e-15,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,100.0,INFL,0.1274762264577657,0.14409619529380513,0.14409619529380513,83.58475421511177,0.011013966497441638,0.13738865057475072,0.40543648999422577,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,110.0,INFL,0.07938152715246992,0.10498903480444326,0.10498903480444326,20.570563546570508,0.024130465757447376,0.09284415251172053,0.10713674238062076,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,120.0,INFL,0.07912974968965436,0.1064484240915357,0.1064484240915357,30.49508066818783,0.020146575537993903,0.08793816972061341,0.166730940822018,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,130.0,INFL,0.0905464307848544,0.11814642051945778,0.11814642051945778,191.21347887292657,0.041891824912240395,0.0800061297070826,0.6535320279757824,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,140.0,INFL,0.08812934978642696,0.11371784863775185,0.11371784863775185,43.75578135415208,3.950806213442712e-11,0.10407347184357098,-1.9454837740795483e-10,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,150.0,INFL,0.07587675620750513,0.10191584089045495,0.10191584089045495,53.410871002527436,0.009435020943180468,0.08463883276394647,0.15121504618395243,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,160.0,INFL,0.08267942546144408,0.11271332022607994,0.11271332022607994,758.9752429102602,0.10674139648721015,1.8407410569298354e-10,0.5412354699917952,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,170.0,INFL,0.022127815206440374,0.04163516369784263,0.04163516369784263,21.30803807015813,0.02021623940814855,0.026219292067344694,0.03871231976478817,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,180.0,INFL,0.02152871967932457,0.04870644323129247,0.04870644323129247,2223.6294924242693,4.7503646132156e-15,0.03034379132533455,-1.3100631690576847e-14,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,190.0,INFL,0.03231543180651427,0.060125821584877524,0.060125821584877524,1913.0689805410364,4.0649702905067583e-13,0.039225947905617495,-1.3391510123028638e-12,9,1,exp3,1,8.0
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,416.0,preferred_snap,0.10059199886783282,0.0663782817545836,200.0,INFL,0.040484337757013544,0.07259388069498655,0.07259388069498655,849.6374795099166,9.728849087902858e-16,0.04940774285999137,-1.3322676295501878e-15,9,1,exp3,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,0.0,EVAC,-0.21139754757552048,-0.21139754757552048,0.21139754757552048,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,10.0,EVAC,-0.1495263480982117,-0.1495263480982117,0.1495263480982117,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,20.0,EVAC,-0.22093947819156246,-0.22093947819156246,0.22093947819156246,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,30.0,EVAC,-0.24995282454735523,-0.24995282454735523,0.24995282454735523,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,40.0,EVAC,-0.2775756337125432,-0.4548794819119609,0.4548794819119609,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,50.0,EVAC,-0.3197328191098551,-0.48505149946580794,0.48505149946580794,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,60.0,EVAC,-0.09244674756285914,-0.15327348154367393,0.15327348154367393,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,70.0,EVAC,-0.18736681745153594,-0.22351123069447598,0.22351123069447598,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,80.0,EVAC,-0.17457728185120508,-0.1548563664092094,0.1548563664092094,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,90.0,EVAC,-0.04063323305331212,-0.0012858331189535832,0.0012858331189535832,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,100.0,EVAC,-0.02296558029880902,-0.10379286225662288,0.10379286225662288,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,110.0,EVAC,-0.038841582577479994,-0.08433319693613917,0.08433319693613917,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,120.0,EVAC,-0.2555536329093887,-0.4985829808274156,0.4985829808274156,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,130.0,INFL,0.018041824229781678,-0.026768987324974014,0.026768987324974014,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,140.0,INFL,0.027288388933104812,0.027288388933104812,0.027288388933104812,,,,,1,0,,1,8.0
