slug,short_name,disaster_type,event_type,t_peak_hours,t_peak_source,D_peak,near_delta,r_bin_km,bin_type,peak_delta_mean,delta0_signed,delta0_abs,tau,A,C,r2,n_points,fit_ok,tau_fit_method,daily_avg_applied,median_step_hours_raw
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,150.0,EVAC,-0.1289577021680015,-0.1289577021680015,0.1289577021680015,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,160.0,INFL,0.06748649967544895,0.06748649967544895,0.06748649967544895,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,170.0,INFL,0.05210485687198263,0.05210485687198263,0.05210485687198263,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,180.0,INFL,0.025726757741143302,0.025726757741143302,0.025726757741143302,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,190.0,INFL,0.10864028730126885,0.10864028730126885,0.10864028730126885,,,,,1,0,,1,8.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,-8.0,fallback_short_series_first,0.15463378217519425,-0.2182305293802359,200.0,INFL,0.03223388379811909,0.03223388379811909,0.03223388379811909,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,0.0,EVAC,-0.0056041995313902415,-0.0056041995313902415,0.0056041995313902415,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,10.0,EVAC,-0.14907679814323038,-0.14907679814323038,0.14907679814323038,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,20.0,EVAC,-0.19072623257701798,-0.19072623257701798,0.19072623257701798,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,30.0,EVAC,-0.32513101274019024,-0.44553400567379886,0.44553400567379886,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,40.0,EVAC,-0.31545312400819187,-0.4585297970866681,0.4585297970866681,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,50.0,EVAC,-0.29141484814942437,-0.4773252467491784,0.4773252467491784,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,60.0,EVAC,-0.17005777555720256,-0.24551012343381617,0.24551012343381617,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,70.0,EVAC,-0.2146582149154695,-0.32957748551236443,0.32957748551236443,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,80.0,EVAC,-0.13866697897749863,-0.2275330143482528,0.2275330143482528,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,90.0,EVAC,-0.0993985774922646,-0.12224388483193882,0.12224388483193882,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,100.0,EVAC,-0.1127818280404444,-0.03033109788294519,0.03033109788294519,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,110.0,EVAC,-0.11026857344790719,-0.07705022354736879,0.07705022354736879,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,120.0,EVAC,-0.13887546053063987,-0.13893082111917276,0.13893082111917276,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,130.0,EVAC,-0.06752235292043063,-0.11054556897580003,0.11054556897580003,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,140.0,EVAC,-0.0687721167454694,-0.12662066021605345,0.12662066021605345,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,150.0,EVAC,-0.11849442138445487,-0.13762655919717937,0.13762655919717937,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,160.0,EVAC,-0.1348479893013217,-0.1348479893013217,0.1348479893013217,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,170.0,EVAC,-0.1014818555863739,-0.1014818555863739,0.1014818555863739,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,180.0,EVAC,-0.10055167831073997,-0.10055167831073997,0.10055167831073997,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,190.0,EVAC,-0.10328454075532079,-0.10328454075532079,0.10328454075532079,,,,,1,0,,1,8.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,fallback_short_series_first,0.18947501908185185,-0.1686674012421007,200.0,EVAC,-0.04302579094503978,-0.04302579094503978,0.04302579094503978,,,,,1,0,,1,8.0
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,-8.0,fallback_short_series_first,0.2956678670136667,0.0042813828084239,50.0,EVAC,-0.7660535121887195,-0.7660535121887195,0.7660535121887195,,,,,1,0,,1,8.0
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,-8.0,fallback_short_series_first,0.2956678670136667,0.0042813828084239,60.0,EVAC,-0.6112626643747883,-0.6112626643747883,0.6112626643747883,,,,,1,0,,1,8.0
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,-8.0,fallback_short_series_first,0.2956678670136667,0.0042813828084239,70.0,EVAC,-0.6092642151028334,-0.6092642151028334,0.6092642151028334,,,,,1,0,,1,8.0
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,-8.0,fallback_short_series_first,0.2956678670136667,0.0042813828084239,90.0,EVAC,-0.7498322947017471,-0.7498322947017471,0.7498322947017471,,,,,1,0,,1,8.0
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,-8.0,fallback_short_series_first,0.2956678670136667,0.0042813828084239,100.0,EVAC,-0.668791877473664,-0.668791877473664,0.668791877473664,,,,,1,0,,1,8.0
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,-8.0,fallback_short_series_first,0.2956678670136667,0.0042813828084239,110.0,EVAC,-0.16863084697050357,-0.16863084697050357,0.16863084697050357,,,,,1,0,,1,8.0
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,-8.0,fallback_short_series_first,0.2956678670136667,0.0042813828084239,120.0,EVAC,-0.07674993387286277,-0.07674993387286277,0.07674993387286277,,,,,1,0,,1,8.0
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,-8.0,fallback_short_series_first,0.2956678670136667,0.0042813828084239,150.0,EVAC,-0.04466734074799161,-0.04466734074799161,0.04466734074799161,,,,,1,0,,1,8.0
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,-8.0,fallback_short_series_first,0.2956678670136667,0.0042813828084239,160.0,INFL,0.04648132705731167,0.04648132705731167,0.04648132705731167,,,,,1,0,,1,8.0
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,-8.0,fallback_short_series_first,0.2956678670136667,0.0042813828084239,170.0,EVAC,-0.0011066100634740117,-0.0011066100634740117,0.0011066100634740117,,,,,1,0,,1,8.0
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,-8.0,fallback_short_series_first,0.2956678670136667,0.0042813828084239,180.0,INFL,0.041741762529424076,0.041741762529424076,0.041741762529424076,,,,,1,0,,1,8.0
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,-8.0,fallback_short_series_first,0.2956678670136667,0.0042813828084239,190.0,INFL,0.04175731292227569,0.04175731292227569,0.04175731292227569,,,,,1,0,,1,8.0
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,-8.0,fallback_short_series_first,0.2956678670136667,0.0042813828084239,200.0,EVAC,-0.01734257317207122,0.11680248197862153,0.11680248197862153,,,,,1,0,,1,8.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,0.0,INFL,0.06550266573067387,0.07147540692951582,0.07147540692951582,1341.9273323911348,3.651385553866851e-18,0.06450720886365044,0.0,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,10.0,INFL,0.07541797115648076,0.09771870832438023,0.09771870832438023,1347.6959602641768,1.6392286539398347e-15,0.07170117883264798,-2.8976820942716586e-13,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,20.0,INFL,0.06240078035258218,0.13398054976314766,0.13398054976314766,428.0448323011714,0.06113425610667444,2.701492377116973e-08,0.9176764870499757,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,30.0,INFL,0.07428664781778406,0.12970725631827618,0.12970725631827618,955.9491606662178,2.1950435324318789e-13,0.0650498626309553,-8.43991543320044e-12,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,40.0,INFL,0.08260443534411668,0.04897864854776324,0.04897864854776324,14.590632245592625,0.029103480074759647,0.08704849094900809,0.09706482550098905,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,50.0,INFL,0.08838034487823936,0.17290007526717366,0.17290007526717366,486.61501974110075,6.320858065994384e-14,0.07429372202413327,-3.9124259387790516e-13,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,60.0,INFL,0.08908588673849256,0.19985684427584105,0.19985684427584105,3.929709927371687,4.99992675385875,0.06876452441262589,0.10472154527607225,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,70.0,INFL,0.09351809279320447,0.11126990204127596,0.11126990204127596,1352.4611074810832,2.5827669091353537e-16,0.0905594577628164,-2.220446049250313e-15,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,80.0,INFL,0.08961360582575341,0.05642093972914419,0.05642093972914419,6.9206704799771535,1.057954552916824e-17,0.095145735643344,-3.0768498859856663e-11,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,90.0,INFL,0.08281849672541318,0.06954346571384118,0.06954346571384118,1350.324761741155,1.3209198038379592e-15,0.08503100158222363,-6.8833827526759706e-15,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,100.0,INFL,0.08731914740293331,0.07390656320939115,0.07390656320939115,1480.1125016538367,1.6696278152479412e-17,0.08955457810183905,0.0,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,110.0,INFL,0.10275277392293648,0.16691977897174515,0.16691977897174515,1322.8740074114376,9.090936459649986e-18,0.09205827307960165,2.220446049250313e-16,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,120.0,INFL,0.07531186627660162,0.08047976203269602,0.08047976203269602,840.6675998764389,0.08217643851887065,2.442185193867e-12,0.21135695918123232,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,130.0,INFL,0.10874716809147784,0.1077503064944334,0.1077503064944334,3.3708894021743774,4.921290305654215,0.10824927299124847,0.04233614776415773,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,140.0,INFL,0.12975679500522605,0.13413021669674752,0.13413021669674752,1347.8554386004726,5.883664142889588e-13,0.12902788195715612,-2.098987650356321e-12,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,150.0,INFL,0.08238240572079432,0.09764723769969841,0.09764723769969841,1430.312438012814,1.8711709988633502e-13,0.07983826375589181,-2.737809978725636e-13,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,160.0,INFL,0.09684711602985455,0.09940288082314153,0.09940288082314153,1343.0565958521183,1.5387433644835105e-11,0.09642111541538999,-1.1450818071523372e-10,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,170.0,INFL,0.056749530842676706,0.030787472594352883,0.030787472594352883,1333.851793379712,2.707342977271617e-12,0.06107650169851222,-8.256506589532364e-12,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,180.0,INFL,0.08405578229891963,0.11879200724704808,0.11879200724704808,1350.8915805754573,3.5351855800071814e-14,0.07826640634784625,-2.893685291383008e-12,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,190.0,INFL,0.057194930430654045,0.03831506868327805,0.03831506868327805,59.79707416394227,7.159296740721266e-11,0.06034158409134999,-3.221692912447338e-09,6,1,exp3,0,24.0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,-8.0,preferred_snap,0.10131234143207328,0.0747654742133128,200.0,INFL,0.0756143851670276,0.08757607871064743,0.08757607871064743,4887.399005855168,0.07489456470283225,5.903252532949196e-08,0.006665039059517874,6,1,exp3,0,24.0
hurricane_john_southern_mexico_25_september_2024,john_sm,hurricane,INFL,136.0,preferred_snap,0.11693105353575652,0.0845285322756548,0.0,INFL,0.08055767356365551,0.3331714573294531,0.3331714573294531,343.63536560016894,0.07027888183456561,1.1503061083591346e-13,0.081217417265807,8,1,exp3,0,24.0
