removed_slug,n_after_remove,spearman_rho,spearman_p
flooding_in_central_and_eastern_europe_sept_16_2024,12,-0.7202797202797203,0.008239768712338435
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,12,-0.6993006993006995,0.01137419864269093
hurricane_beryl_across_southeastern_texas_us,12,-0.7062937062937064,0.010245193941127849
hurricane_john_across_southeastern_guerrero_mexico,12,-0.7202797202797203,0.008239768712338435
hurricane_john_southern_mexico_25_september_2024,12,-0.7552447552447553,0.004508435484294223
hurricane_milton_across_florida_us,12,-0.8181818181818183,0.0011431050868040606
moldova_flooding_2024,12,-0.7342657342657343,0.006543490146837884
spain_flood,12,-0.7552447552447553,0.004508435484294223
the_flooding_across_bagmati_and_koshi_provinces_nepal,12,-0.7062937062937064,0.010245193941127849
the_flooding_across_gujarat_india,12,-0.7272727272727274,0.0073550288578051294
turkiye_earthquake_2023,12,-0.7272727272727274,0.0073550288578051294
typhoon_yagi_across_northeastern_vietnam,12,-0.6993006993006995,0.01137419864269093
wildfires_in_boise_county_idaho_27_august_2024,12,-0.7342657342657343,0.006543490146837884
