hours_since_quake,D,near_delta,n_r_bins,t_hours,D_peak,t_peak_hours,D_norm,short_name,slug,name,disaster_type,event_type
-8.0,0.04039958147172558,-0.050373082260325885,31,-8.0,0.1092804966049428,448.0,0.369687023090434,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
16.0,0.022512586364664133,-0.016870295645040778,31,16.0,0.1092804966049428,448.0,0.20600735780007318,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
40.0,0.023659952078018746,-0.015253024759841397,31,40.0,0.1092804966049428,448.0,0.21650663030523415,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
64.0,0.032472182291248326,0.008331778422440464,31,64.0,0.1092804966049428,448.0,0.2971452665395336,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
88.0,0.05858649540950773,0.04420083769330011,31,88.0,0.1092804966049428,448.0,0.5361111747259194,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
112.0,0.06236987474904501,0.046459838731492474,31,112.0,0.1092804966049428,448.0,0.5707319849992702,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
136.0,0.060131275026885686,0.0440886888527976,31,136.0,0.1092804966049428,448.0,0.5502470879526176,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
160.0,0.05767794977785087,0.0408425123996952,31,160.0,0.1092804966049428,448.0,0.5277972883520194,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
184.0,0.06280894476647249,0.0453721372990458,31,184.0,0.1092804966049428,448.0,0.5747498109706761,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
208.0,0.07053592376086379,0.0628594596963578,31,208.0,0.1092804966049428,448.0,0.6454575697606542,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
