group,bin_lo,bin_hi,n_events,mean_Dnorm,std_Dnorm,cv,quality
all,0.0,0.5,10,0.760413209624523,0.08908538607546836,0.1171539170386808,good
all,0.5,1.0,12,0.6949509863985505,0.12812491367120868,0.18436539580322253,good
all,1.0,1.5,15,0.5874002961872199,0.22510169401134666,0.383216854796411,medium
all,1.5,2.0,4,0.2947685824978594,0.034431972753981396,0.11681018533999103,good
all,2.0,2.5,6,0.26342788896571695,0.09246212586194844,0.3509959641136617,medium
all,2.5,3.0,4,0.2190432306018284,0.1081521638535576,0.4937480311827305,medium
EVAC,0.0,0.5,2,0.8088825456623034,0.10187400650090486,,insufficient
EVAC,0.5,1.0,4,0.6160528701794025,0.11840885344211505,0.19220566800968378,good
EVAC,1.0,1.5,5,0.4266792239031604,0.1558376268649415,0.3652336887636005,medium
EVAC,1.5,2.0,3,0.28251395048283245,0.029618998744961447,0.10484083598116443,good
EVAC,2.0,2.5,4,0.23695832361763997,0.10394884457110856,0.4386798614377531,medium
EVAC,2.5,3.0,3,0.19976043817992592,0.12375128006527074,0.6194984411968846,bad
INFL,0.0,0.5,7,0.7513366548513147,0.09544331181489786,0.12703135298754398,good
INFL,0.5,1.0,7,0.7609567307142207,0.10138216292149618,0.1332298655487818,good
INFL,1.0,1.5,9,0.695030091213431,0.2096394991968193,0.30162650775424177,medium
INFL,1.5,2.0,0,,,,insufficient
INFL,2.0,2.5,1,0.34737090695810435,,,insufficient
INFL,2.5,3.0,0,,,,insufficient
