slug,t0_pt,t0_source,center_source,n_time_windows,n_total_post,n_mono,t_peak_hours,near_delta_peak_windows_mean,event_level_selected,identity_label,recommendation
hurricane_beryl_jamaica_western_caribbean_pre_landfall_2024_07_03,2024-07-01 17:00:00,NHC TCR Beryl Table 8a Jamaica warning first issuance 02/0000Z | https://www.nhc.noaa.gov/data/tcr/AL022024_Beryl.pdf,NHC TCR Beryl Table 1 02/0000Z position | https://www.nhc.noaa.gov/data/tcr/AL022024_Beryl.pdf,14,13,9,63.0,-0.4043102839178534,True,pre_landfall_valid_event,保留在event-level；不并入pre_landfall_only排除组；slug命名保持不变并在SI注明锚点为预警时刻。
