datetime,source,root,category,key,path,mtime,has_log,has_tables,has_figures
2026-02-23 22:59:54,name_timestamp,outputs,cross_disaster,geo_unit_scale_routeB16_groundtruth_L10_allfits,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/geo_unit_scale_routeB16_groundtruth_L10_allfits_20260223_225954,2026-02-23 22:59:52,1,1,0
2026-02-23 23:01:21,name_timestamp,outputs,cross_disaster,geo_unit_scale_routeB16_groundtruth_L10_allfits_relaxed,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/geo_unit_scale_routeB16_groundtruth_L10_allfits_relaxed_20260223_230121,2026-02-23 23:02:30,1,1,0
2026-02-23 23:10:07,name_timestamp,outputs,cross_disaster,geo_unit_scale_routeB16_groundtruth_L10_allfits_peak400,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/geo_unit_scale_routeB16_groundtruth_L10_allfits_peak400_20260223_231007,2026-02-23 23:11:14,1,1,0
2026-02-23 23:22:44,name_timestamp,outputs,cross_disaster,geo_unit_scale_42_all,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/geo_unit_scale_42_all_20260223_232244,2026-02-23 23:26:22,1,1,0
2026-02-24 00:07:12,name_timestamp,outputs,cross_disaster,geo_unit_scale_routeB16_groundtruth_all16_peak168,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/geo_unit_scale_routeB16_groundtruth_all16_peak168_20260224_000712,2026-02-24 00:08:21,1,1,0
2026-02-24 00:08:52,name_timestamp,outputs,cross_disaster,geo_unit_scale_routeB16_groundtruth_all16_peak400,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/geo_unit_scale_routeB16_groundtruth_all16_peak400_20260224_000852,2026-02-24 00:10:02,1,1,0
2026-02-24 13:28:24,anchor_file_mtime,outputs,run_batch,partial_gt_round2_included32,/mnt/e/newdesktop/Disaster/outputs/_runs/partial_gt_round2_included32,2026-02-24 13:28:24,1,0,0
2026-02-24 13:28:36,name_timestamp,outputs,cross_disaster,geo_unit_scale_partial_gt_round2_included32,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/geo_unit_scale_partial_gt_round2_included32_20260224_132836,2026-02-24 13:31:17,1,1,0
2026-02-24 13:32:40,name_timestamp,outputs,cross_disaster,Dt_decay_partial_gt_round2_included32,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_partial_gt_round2_included32_20260224_133240,2026-02-24 13:32:59,1,1,1
2026-02-24 15:38:22,name_timestamp,outputs,cross_disaster,Dt_decay_partial_gt_round2_included32_fullpost,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_partial_gt_round2_included32_fullpost_20260224_153822,2026-02-24 15:38:36,1,1,1
2026-02-24 23:30:23,anchor_file_mtime,outputs,cross_disaster,Dt_decay_static_center_mtw5,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_static_center_mtw5,2026-02-24 23:30:23,1,1,1
2026-02-24 23:30:48,anchor_file_mtime,outputs,cross_disaster,Dt_decay_static_center_mtw4,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_static_center_mtw4,2026-02-24 23:30:48,1,1,1
2026-02-24 23:31:16,anchor_file_mtime,outputs,cross_disaster,Dt_decay_static_center_mtw4_mpp3,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_static_center_mtw4_mpp3,2026-02-24 23:31:16,1,1,1
2026-02-24 23:55:40,anchor_file_mtime,outputs,run_batch,unified_static_h8,/mnt/e/newdesktop/Disaster/outputs/_runs/unified_static_h8,2026-02-24 23:55:40,1,0,0
2026-02-24 23:56:56,anchor_file_mtime,outputs,cross_disaster,Dt_decay_unified_h8_mtw5_mpp4,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_unified_h8_mtw5_mpp4,2026-02-24 23:56:56,1,1,1
2026-02-24 23:57:15,anchor_file_mtime,outputs,cross_disaster,Dt_decay_unified_h8_mtw4_mpp4,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_unified_h8_mtw4_mpp4,2026-02-24 23:57:15,1,1,1
2026-02-24 23:57:31,anchor_file_mtime,outputs,cross_disaster,Dt_decay_unified_h8_mtw4_mpp3,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_unified_h8_mtw4_mpp3,2026-02-24 23:57:31,1,1,1
2026-02-24 23:57:47,anchor_file_mtime,outputs,cross_disaster,Dt_decay_unified_h8_mtw5_mpp3,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_unified_h8_mtw5_mpp3,2026-02-24 23:57:47,1,1,1
2026-02-25 13:56:45,dir_mtime,outputs,cross_disaster,beryl_independence_unified_h8_mtw5_mpp4,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/beryl_independence_unified_h8_mtw5_mpp4,2026-02-25 13:56:45,0,0,0
2026-02-25 13:57:09,name_timestamp,outputs,cross_disaster,geo_unit_scale_unified_h8_mtw5_mpp4,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/geo_unit_scale_unified_h8_mtw5_mpp4_20260225_135709,2026-02-25 13:58:22,1,1,0
2026-02-25 13:59:58,anchor_file_mtime,outputs,cross_disaster,alpha_truncation_unified_h8_mtw4_mpp3,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/alpha_truncation_unified_h8_mtw4_mpp3,2026-02-25 13:59:58,1,1,0
2026-02-25 14:02:20,dir_mtime,outputs,cross_disaster,krathon_unified_vs_round2,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/krathon_unified_vs_round2,2026-02-25 14:02:20,0,0,0
2026-02-25 14:14:39,anchor_file_mtime,outputs,run_batch,unified_path_h8_$(date +%Y%m%d_%H%M%S),/mnt/e/newdesktop/Disaster/outputs/_runs/unified_path_h8_$(date +%Y%m%d_%H%M%S),2026-02-25 14:17:55,1,0,0
2026-02-25 14:15:04,name_timestamp,outputs,cross_disaster,geo_unit_scale_unified_h8_mtw4_mpp3,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/geo_unit_scale_unified_h8_mtw4_mpp3_20260225_141504,2026-02-25 14:15:06,1,1,0
2026-02-25 14:16:30,name_timestamp,outputs,cross_disaster,geo_unit_scale_unified_h8_mtw4_mpp3_relaxed,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/geo_unit_scale_unified_h8_mtw4_mpp3_relaxed_20260225_141630,2026-02-25 14:17:33,1,1,0
2026-02-25 14:18:47,anchor_file_mtime,outputs,cross_disaster,Dt_decay_unified_path_h8_mtw4_mpp3_$(date +%Y%m%d_%H%M%S),/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_unified_path_h8_mtw4_mpp3_$(date +%Y%m%d_%H%M%S),2026-02-25 14:18:55,1,1,1
2026-02-27 09:41:29,anchor_file_mtime,outputs,cross_disaster,Dt_decay_rmax50_unified_h8_mtw5_mpp4,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_rmax50_unified_h8_mtw5_mpp4,2026-02-27 09:41:41,1,1,1
2026-02-27 09:41:45,anchor_file_mtime,outputs,cross_disaster,Dt_decay_rmax100_unified_h8_mtw5_mpp4,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_rmax100_unified_h8_mtw5_mpp4,2026-02-27 09:42:00,1,1,1
2026-02-27 09:42:03,anchor_file_mtime,outputs,cross_disaster,Dt_decay_rmax150_unified_h8_mtw5_mpp4,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_rmax150_unified_h8_mtw5_mpp4,2026-02-27 09:42:15,1,1,1
2026-02-27 09:42:18,anchor_file_mtime,outputs,cross_disaster,Dt_decay_rmax200_unified_h8_mtw5_mpp4,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_rmax200_unified_h8_mtw5_mpp4,2026-02-27 09:42:33,1,1,1
2026-02-27 09:42:36,anchor_file_mtime,outputs,cross_disaster,Dt_decay_rmax250_unified_h8_mtw5_mpp4,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_rmax250_unified_h8_mtw5_mpp4,2026-02-27 09:42:49,1,1,1
2026-02-27 09:44:16,anchor_file_mtime,outputs,cross_disaster,subregion_joint_model_unified_h8,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/subregion_joint_model_unified_h8,2026-02-27 09:44:16,1,0,0
2026-02-27 09:46:16,anchor_file_mtime,outputs,cross_disaster,Dt_decay_rnear30_unified_h8_mtw5_mpp4,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_rnear30_unified_h8_mtw5_mpp4,2026-02-27 09:46:45,1,1,1
2026-02-27 09:46:50,anchor_file_mtime,outputs,cross_disaster,Dt_decay_rnear50_unified_h8_mtw5_mpp4,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_rnear50_unified_h8_mtw5_mpp4,2026-02-27 09:47:04,1,1,1
2026-02-27 09:47:08,anchor_file_mtime,outputs,cross_disaster,Dt_decay_rnear75_unified_h8_mtw5_mpp4,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_rnear75_unified_h8_mtw5_mpp4,2026-02-27 09:47:24,1,1,1
2026-02-27 09:47:27,anchor_file_mtime,outputs,cross_disaster,Dt_decay_rnear100_unified_h8_mtw5_mpp4,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/Dt_decay_rnear100_unified_h8_mtw5_mpp4,2026-02-27 09:47:40,1,1,1
2026-02-28 09:41:41,anchor_file_mtime,outputs,cross_disaster,subregion_model_correction_unified_h8,/mnt/e/newdesktop/Disaster/outputs/cross_disaster_comparison/subregion_model_correction_unified_h8,2026-02-28 09:41:41,1,0,0
