window_start_pt,hours_since_quake,center_lat,center_lon,center_mode,distance_mode,center_track_csv,center_track_to_tz,center_track_storm_name,path_track_points_used,path_track_length_km,path_track_clip_ok,path_track_clip_kind,path_track_clip_start_pt,path_track_clip_end_pt,path_track_clip_pad_hours,path_track_clip_spatial_radius_km,path_track_points_total,path_track_length_total_km,path_track_keep_time_points,path_track_keep_spatial_points,path_track_keep_both_points,path_track_length_ratio_to_rmax,path_track_length_total_ratio_to_rmax,path_track_anchor_ok,path_track_anchor_pt,path_track_anchor_method,path_track_anchor_status
2024-10-10 08:00:00,0.0,29.2,-78.5,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Milton,8,1074.6447741961792,1,time_and_spatial,2024-10-08 23:00:00,2024-10-10 11:00:00,24.0,600.0,19,2645.3626137559418,9,8,8,2.1492895483923586,5.290725227511883,1,2024-10-09 17:30:00,landfall_nearest_t0,landfall
2024-10-11 08:00:00,24.0,31.5,-70.5,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Milton,8,1074.6447741961792,1,time_and_spatial,2024-10-08 23:00:00,2024-10-10 11:00:00,24.0,600.0,19,2645.3626137559418,9,8,8,2.1492895483923586,5.290725227511883,1,2024-10-09 17:30:00,landfall_nearest_t0,landfall
2024-10-12 08:00:00,48.0,31.5,-70.5,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Milton,8,1074.6447741961792,1,time_and_spatial,2024-10-08 23:00:00,2024-10-10 11:00:00,24.0,600.0,19,2645.3626137559418,9,8,8,2.1492895483923586,5.290725227511883,1,2024-10-09 17:30:00,landfall_nearest_t0,landfall
2024-10-13 08:00:00,72.0,31.5,-70.5,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Milton,8,1074.6447741961792,1,time_and_spatial,2024-10-08 23:00:00,2024-10-10 11:00:00,24.0,600.0,19,2645.3626137559418,9,8,8,2.1492895483923586,5.290725227511883,1,2024-10-09 17:30:00,landfall_nearest_t0,landfall
2024-10-14 08:00:00,96.0,31.5,-70.5,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Milton,8,1074.6447741961792,1,time_and_spatial,2024-10-08 23:00:00,2024-10-10 11:00:00,24.0,600.0,19,2645.3626137559418,9,8,8,2.1492895483923586,5.290725227511883,1,2024-10-09 17:30:00,landfall_nearest_t0,landfall
2024-10-15 08:00:00,120.0,31.5,-70.5,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Milton,8,1074.6447741961792,1,time_and_spatial,2024-10-08 23:00:00,2024-10-10 11:00:00,24.0,600.0,19,2645.3626137559418,9,8,8,2.1492895483923586,5.290725227511883,1,2024-10-09 17:30:00,landfall_nearest_t0,landfall
2024-10-16 08:00:00,144.0,31.5,-70.5,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Milton,8,1074.6447741961792,1,time_and_spatial,2024-10-08 23:00:00,2024-10-10 11:00:00,24.0,600.0,19,2645.3626137559418,9,8,8,2.1492895483923586,5.290725227511883,1,2024-10-09 17:30:00,landfall_nearest_t0,landfall
2024-10-17 08:00:00,168.0,31.5,-70.5,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Milton,8,1074.6447741961792,1,time_and_spatial,2024-10-08 23:00:00,2024-10-10 11:00:00,24.0,600.0,19,2645.3626137559418,9,8,8,2.1492895483923586,5.290725227511883,1,2024-10-09 17:30:00,landfall_nearest_t0,landfall
2024-10-18 08:00:00,192.0,31.5,-70.5,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Milton,8,1074.6447741961792,1,time_and_spatial,2024-10-08 23:00:00,2024-10-10 11:00:00,24.0,600.0,19,2645.3626137559418,9,8,8,2.1492895483923586,5.290725227511883,1,2024-10-09 17:30:00,landfall_nearest_t0,landfall
2024-10-19 08:00:00,216.0,31.5,-70.5,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Milton,8,1074.6447741961792,1,time_and_spatial,2024-10-08 23:00:00,2024-10-10 11:00:00,24.0,600.0,19,2645.3626137559418,9,8,8,2.1492895483923586,5.290725227511883,1,2024-10-09 17:30:00,landfall_nearest_t0,landfall
