window_start_pt,hours_since_quake,only_hour_pt,distance_band,n_od,start_sum,end_sum,same_sum,N_out,N_in,Net,phi_aggregate,baseline_mean_overlap,crisis_mean_overlap,phi_mean_overlap_ratio,phi_mean_overlap_minus_1
2024-06-30 08:00:00,-8.0,8,0-25km,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024-06-30 08:00:00,-8.0,8,25-50km,32,2458.0,2314.0,2304.0,154.0,10.0,-144.0,1.0823167000977416,221.4247323927903,241.75240257664976,1.0918039731343099,0.09180397313430988
2024-06-30 08:00:00,-8.0,8,50-100km,341,54623.0,54801.0,54591.0,32.0,210.0,178.0,1.009669965451396,272.27888517862846,275.8329156765436,1.0130529052797594,0.013052905279759441
2024-06-30 08:00:00,-8.0,8,100-200km,342,37615.0,37581.0,37559.0,56.0,22.0,-34.0,1.0028507131280424,157.10932024228293,158.3501074631912,1.007897604158651,0.007897604158650928
2024-06-30 08:00:00,-8.0,8,200km+,260,25942.0,25942.0,25942.0,0.0,0.0,0.0,0.9809029621243328,177.27197275888494,175.4371620943855,0.9896497419420326,-0.01035025805796741
2024-07-01 08:00:00,16.0,8,0-25km,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024-07-01 08:00:00,16.0,8,25-50km,15,2910.0,2910.0,2910.0,0.0,0.0,0.0,1.1421802573550646,215.7372857160468,248.05222286165215,1.1497883735690373,0.1497883735690373
2024-07-01 08:00:00,16.0,8,50-100km,415,64161.0,64183.0,64151.0,10.0,32.0,22.0,1.0019501540847793,290.0344799699837,292.2514212596626,1.0076437163261014,0.007643716326101391
2024-07-01 08:00:00,16.0,8,100-200km,330,39475.0,39453.0,39443.0,32.0,10.0,-22.0,0.9412098131056732,171.95549229463157,166.1244484274435,0.9660898073717991,-0.03391019262820094
2024-07-01 08:00:00,16.0,8,200km+,196,24509.0,24509.0,24509.0,0.0,0.0,0.0,0.8179820264860921,183.7606797948191,151.68406086478964,0.8254435118228496,-0.17455648817715042
2024-07-02 08:00:00,40.0,8,0-25km,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024-07-02 08:00:00,40.0,8,25-50km,30,1835.0,1780.0,1650.0,185.0,130.0,-55.0,0.9949448151912064,211.35629845442597,211.94188261853003,1.0027706019096012,0.0027706019096012113
2024-07-02 08:00:00,40.0,8,50-100km,580,54149.0,54295.0,53979.0,170.0,316.0,146.0,0.9681354960142278,295.5757666619649,287.6244040116116,0.9730987328895373,-0.0269012671104627
2024-07-02 08:00:00,40.0,8,100-200km,353,32900.0,32809.0,32769.0,131.0,40.0,-91.0,0.9125463112892704,170.81468298232852,160.0693190140436,0.9370934407939827,-0.06290655920601729
2024-07-02 08:00:00,40.0,8,200km+,281,19308.0,19308.0,19308.0,0.0,0.0,0.0,0.8412658770316384,182.73360782042465,155.6520278189571,0.8517974863820285,-0.14820251361797154
2024-07-03 08:00:00,64.0,8,0-25km,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024-07-03 08:00:00,64.0,8,25-50km,26,1820.0,1770.0,1668.0,152.0,102.0,-50.0,0.9992822587540876,198.5418956021872,198.39939389467187,0.9992822587540876,-0.0007177412459123955
2024-07-03 08:00:00,64.0,8,50-100km,564,53584.0,53730.0,53277.0,307.0,453.0,146.0,0.9900236762624424,283.7622840930365,281.41085936759526,0.9917133993583507,-0.008286600641649322
2024-07-03 08:00:00,64.0,8,100-200km,364,32849.0,32753.0,32548.0,301.0,205.0,-96.0,0.9317075705644666,166.38164896995423,159.0299573829208,0.9558142882190029,-0.04418571178099706
2024-07-03 08:00:00,64.0,8,200km+,287,22251.0,22251.0,22251.0,0.0,0.0,0.0,0.9216871728456446,179.44048454193484,167.60941105775265,0.934066866156855,-0.06593313384314503
2024-07-04 08:00:00,88.0,8,0-25km,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024-07-04 08:00:00,88.0,8,25-50km,28,1767.0,1738.0,1656.0,111.0,82.0,-29.0,0.9676759856630818,202.0642101621672,195.53268373590728,0.967675985663082,-0.032324014336918006
