window_start_pt,hours_since_quake,target_band,F_start_total,F_end_total,Net_total,Net_internal,Net_external,F_within,F_in_from_internal,F_out_to_internal,F_in_from_external,F_out_to_external,distance_band,phi_aggregate,baseline_mean_overlap,crisis_mean_overlap,phi_mean_overlap_ratio,phi_mean_overlap_minus_1
2024-06-30 08:00:00,-8.0,50-100km,54623.0,54801.0,178.0,144.0,34.0,54591.0,154.0,10.0,56.0,22.0,50-100km,1.009669965451396,272.27888517862846,275.8329156765436,1.0130529052797594,0.013052905279759441
2024-07-01 08:00:00,16.0,50-100km,64161.0,64183.0,22.0,0.0,22.0,64151.0,0.0,0.0,32.0,10.0,50-100km,1.0019501540847793,290.0344799699837,292.2514212596626,1.0076437163261014,0.007643716326101391
2024-07-02 08:00:00,40.0,50-100km,54149.0,54295.0,146.0,55.0,91.0,53979.0,185.0,130.0,131.0,40.0,50-100km,0.9681354960142278,295.5757666619649,287.6244040116116,0.9730987328895373,-0.0269012671104627
2024-07-03 08:00:00,64.0,50-100km,53584.0,53730.0,146.0,50.0,96.0,53277.0,152.0,102.0,301.0,205.0,50-100km,0.9900236762624424,283.7622840930365,281.41085936759526,0.9917133993583507,-0.008286600641649322
2024-07-04 08:00:00,88.0,50-100km,52684.0,52732.0,48.0,29.0,19.0,52328.0,111.0,82.0,293.0,274.0,50-100km,0.9654552296184222,289.3203658542549,281.6676005005155,0.9735491646737566,-0.02645083532624337
2024-07-05 08:00:00,112.0,50-100km,51069.0,51060.0,-9.0,59.0,-68.0,50594.0,183.0,124.0,283.0,351.0,50-100km,0.9623291782360416,285.97825899234806,276.5951251692669,0.9671893455952111,-0.03281065440478892
2024-07-06 08:00:00,136.0,50-100km,50569.0,50621.0,52.0,-4.0,56.0,50379.0,33.0,37.0,209.0,153.0,50-100km,0.9701672738446452,270.85512789251567,263.97740060670435,0.974607358039237,-0.025392641960762963
2024-07-07 08:00:00,160.0,50-100km,52557.0,52581.0,24.0,20.0,4.0,52536.0,20.0,0.0,25.0,21.0,50-100km,0.972870531409501,268.0715952931509,261.2568315363661,0.9745785682763873,-0.025421431723612664
2024-07-08 08:00:00,184.0,50-100km,53398.0,53411.0,13.0,101.0,-88.0,53004.0,202.0,101.0,205.0,293.0,50-100km,0.9668392982629854,289.973954438716,280.4839011735894,0.9672727390861848,-0.03272726091381517
2024-07-09 08:00:00,208.0,50-100km,53171.0,53221.0,50.0,81.0,-31.0,52818.0,175.0,94.0,228.0,259.0,50-100km,0.9601558412717692,291.5503476063837,280.7807774618391,0.9630610279392141,-0.03693897206078589
2024-07-10 08:00:00,232.0,50-100km,52618.0,52642.0,24.0,49.0,-25.0,52273.0,139.0,90.0,230.0,255.0,50-100km,0.971832169459871,283.96926991002204,278.77430434089985,0.9817058882083676,-0.018294111791632428
2024-07-11 08:00:00,256.0,50-100km,52328.0,52490.0,162.0,113.0,49.0,52020.0,173.0,60.0,297.0,248.0,50-100km,0.9676319466034607,284.472239113363,276.18954254922403,0.970883989981046,-0.02911601001895403
2024-07-12 08:00:00,280.0,50-100km,53642.0,53611.0,-31.0,24.0,-55.0,53259.0,133.0,109.0,219.0,274.0,50-100km,0.9904755352623676,279.51462052986017,279.2356945126657,0.9990021058051786,-0.000997894194821436
2024-07-13 08:00:00,304.0,50-100km,51079.0,51146.0,67.0,38.0,29.0,50882.0,77.0,39.0,187.0,158.0,50-100km,0.9684837810791668,271.00731833628146,263.8408637132989,0.9735562321084997,-0.02644376789150027
2024-07-14 08:00:00,328.0,50-100km,51126.0,51158.0,32.0,-1.0,33.0,51100.0,11.0,12.0,47.0,14.0,50-100km,0.963103082979304,268.0429608279383,258.92820717312776,0.9659951761961715,-0.03400482380382852
2024-07-15 08:00:00,352.0,50-100km,52770.0,52816.0,46.0,113.0,-67.0,52427.0,167.0,54.0,222.0,289.0,50-100km,0.9567040686215014,291.04142323322947,279.87678628521246,0.9616390106123481,-0.03836098938765187
2024-07-16 08:00:00,376.0,50-100km,53122.0,53199.0,77.0,91.0,-14.0,52791.0,170.0,79.0,238.0,252.0,50-100km,0.9561666904392694,286.9935517402837,276.1554469632055,0.9622357202405503,-0.03776427975944974
2024-07-17 08:00:00,400.0,50-100km,52806.0,52884.0,78.0,80.0,-2.0,52498.0,139.0,59.0,247.0,249.0,50-100km,0.9766691731324764,286.5653788520792,281.60367964648293,0.9826856292777871,-0.01731437072221287
2024-07-18 08:00:00,424.0,50-100km,53028.0,53098.0,70.0,92.0,-22.0,52699.0,165.0,73.0,234.0,256.0,50-100km,0.9647121249341284,283.72293341373904,276.1117119663909,0.973173753154987,-0.026826246845013002
2024-07-19 08:00:00,448.0,50-100km,51611.0,51608.0,-3.0,31.0,-34.0,51221.0,145.0,114.0,242.0,276.0,50-100km,0.9575935794948356,284.9487944016935,274.27363316705976,0.9625365629040532,-0.037463437095946794
