k0,gamma,k0_null,n_events,n_total_pts,ssr_ode,ssr_pl,ssr_null,r2_ode_total,bic_ode,bic_pl,bic_null,delta_bic_ode_vs_pl,delta_bic_ode_vs_null,k_ode,k_null,k_pl
0.0325087018525609,1.0658141036401503e-14,0.032508354591071896,18,219,4.995169939576797,2.3728820052933526,4.9951699397614275,-0.35957417547695925,-817.1733214426421,-796.961076288947,-822.5623931643639,-20.212245153695108,5.389071721721848,2,1,36
