k0,gamma,k0_null,n_events,n_total_pts,ssr_ode,ssr_pl,ssr_null,r2_ode_total,bic_ode,bic_pl,bic_null,delta_bic_ode_vs_pl,delta_bic_ode_vs_null,k_ode,k_null,k_pl
0.03443036243065601,1.6873655337198528e-14,0.034429824421768146,18,93,2.246790723825678,0.14434634638071317,2.246790724232131,-0.7138916111631706,-337.18278854314144,-438.3633617245517,-341.7153880194706,101.18057318141024,4.532599476329153,2,1,36
