n_events,uw_mean_beta,uw_se,uw_ttest_t,uw_ttest_p,iv_mean_beta,iv_se,iv_p,n_positive,n_negative,sign_test_p,uw_mean_no_jamaica,uw_p_no_jamaica,uw_mean_no_beryl,uw_p_no_beryl
16,-0.34691878912938007,0.3256028553373766,-1.065466053023143,0.3035156715407292,0.07074453874633606,0.08024402948706975,0.37798370125743075,6,10,0.454498291015625,-0.3948609509155192,0.27065299156243033,-0.5150122139881173,0.19496157854484228
