window_start_pt,hours_since_quake,center_lat,center_lon,center_mode,center_track_csv,center_track_to_tz,center_track_storm_name
2024-10-03 08:00:00,16.0,24.30380672432452,120.9965736029077,static,,America/Los_Angeles,
2024-10-04 08:00:00,40.0,24.30380672432452,120.9965736029077,static,,America/Los_Angeles,
2024-10-05 08:00:00,64.0,24.30380672432452,120.9965736029077,static,,America/Los_Angeles,
