window_start_pt,hours_since_quake,r_bin_km,n_tiles,n_tiles_crisis,n_tiles_overlap,baseline_sum,crisis_sum,baseline_sum_overlap,crisis_sum_overlap,path_sector_occupied,phi_aggregate,phi_overlap,tile_overlap_ratio,path_coverage_frac
2024-10-02 08:00:00,-13.666666666666666,0.0,293,298,289,400923.58593115164,459585.0176154494,400145.62653139315,459468.3621407309,8,1.1463157413102938,1.1482528651470432,0.9863481228668942,0.6666666666666666
2024-10-02 08:00:00,-13.666666666666666,10.0,326,323,317,182075.8381206538,210621.70270119494,181663.8190881394,210546.3117336068,7,1.1567800806256623,1.158988690155491,0.9723926380368099,0.5833333333333334
2024-10-02 08:00:00,-13.666666666666666,20.0,296,295,293,231523.461429202,263520.0729870062,231468.14494190644,263496.82349558454,7,1.1382002988392108,1.13837186348781,0.9898648648648649,0.5833333333333334
2024-10-02 08:00:00,-13.666666666666666,30.0,251,244,244,260844.6271687573,297560.8497620696,260737.48157869332,297560.8497620696,6,1.1407589759154142,1.1412277512247988,0.9721115537848606,0.5
2024-10-02 08:00:00,-13.666666666666666,40.0,268,258,256,86128.29645920495,98996.56740422556,85828.6666309871,98974.08516893751,8,1.1494081675133991,1.1531588343841805,0.9552238805970149,0.6666666666666666
2024-10-02 08:00:00,-13.666666666666666,50.0,273,266,260,51261.1258039634,57687.12453106698,50934.449585715636,57589.57985030916,7,1.1253581271640105,1.130660688762207,0.9523809523809523,0.5833333333333334
2024-10-02 08:00:00,-13.666666666666666,60.0,311,303,300,86256.1512078395,94924.92900253745,86073.44980925162,94880.49073371854,7,1.1005004011112205,1.1023200643634514,0.9646302250803859,0.5833333333333334
2024-10-02 08:00:00,-13.666666666666666,70.0,265,255,253,97915.6063289023,109352.0690326101,97452.03084252839,109326.98866074398,7,1.116799181790207,1.1218543904683136,0.9547169811320755,0.5833333333333334
2024-10-02 08:00:00,-13.666666666666666,80.0,209,206,202,151090.35226051213,173220.1849616793,150969.81461112906,173172.46233769396,6,1.1464675432287734,1.1470668012923968,0.9665071770334929,0.5
2024-10-02 08:00:00,-13.666666666666666,90.0,159,154,152,358723.456638386,412746.3236978139,358265.0475205177,412669.08943493536,5,1.1505975314959291,1.1518541713486632,0.9559748427672956,0.4166666666666667
2024-10-02 08:00:00,-13.666666666666666,100.0,176,168,166,167001.23810946624,188544.5202508588,166651.69928943441,188515.3649237518,6,1.1290007330800227,1.1311937755662809,0.9431818181818182,0.5
2024-10-02 08:00:00,-13.666666666666666,110.0,155,152,147,47015.64219662016,52821.265639619094,46477.8810587989,52719.45307087255,5,1.1234828063970652,1.1342912342362914,0.9483870967741935,0.4166666666666667
2024-10-02 08:00:00,-13.666666666666666,120.0,114,116,113,46909.28696044789,52006.57091023975,46895.102165944234,51948.75402043294,4,1.1086625757942068,1.1077650249402533,0.9912280701754386,0.3333333333333333
