r_bin_km,phi_mean,r_center_km,abs_dev
10.0,1.0507329644740315,15.0,0.05073296447403153
20.0,1.0378688195583368,25.0,0.037868819558336764
30.0,1.009774415070022,35.0,0.00977441507002208
40.0,1.0027452025466066,45.0,0.0027452025466065955
50.0,1.0046355859895917,55.0,0.004635585989591684
60.0,0.9800023409582221,65.0,0.01999765904177786
70.0,0.9287099125719227,75.0,0.0712900874280773
80.0,0.9820087853626402,85.0,0.017991214637359754
90.0,1.0233321821223615,95.0,0.023332182122361544
100.0,1.0434330305048154,105.0,0.043433030504815395
110.0,1.0476547444520792,115.0,0.04765474445207918
120.0,1.0497080620574377,125.0,0.04970806205743772
130.0,1.0450096989503472,135.0,0.04500969895034723
140.0,1.0422398521577128,145.0,0.042239852157712754
150.0,1.027619436840642,155.0,0.027619436840641942
160.0,0.933646475721092,165.0,0.06635352427890795
170.0,1.0182880787912971,175.0,0.018288078791297124
180.0,1.0104017582085032,185.0,0.010401758208503198
190.0,1.0167548801827886,195.0,0.01675488018278859
200.0,1.0124050979541799,205.0,0.012405097954179878
210.0,1.0136942580659034,215.0,0.013694258065903409
220.0,0.9941901243171096,225.0,0.005809875682890375
230.0,1.005720854314,235.0,0.005720854313999935
240.0,1.0422942460598055,245.0,0.042294246059805474
250.0,1.0381706633893333,255.0,0.03817066338933328
260.0,1.0544951440140444,265.0,0.05449514401404443
270.0,1.0292166623758592,275.0,0.02921666237585918
280.0,1.023011465055212,285.0,0.02301146505521201
290.0,1.015201028701939,295.0,0.015201028701939068
300.0,1.009399844051185,305.0,0.009399844051185102
310.0,1.0049454778443125,315.0,0.00494547784431254
320.0,0.9072084831143936,325.0,0.09279151688560638
330.0,0.960136958862498,335.0,0.03986304113750205
340.0,1.0207961773247403,345.0,0.02079617732474026
350.0,1.0390781736551602,355.0,0.0390781736551602
360.0,1.0650168574807206,365.0,0.06501685748072061
370.0,1.1326867345790066,375.0,0.1326867345790066
380.0,1.0186018260810352,385.0,0.018601826081035222
390.0,0.9938954072773449,395.0,0.006104592722655067
400.0,0.9754238985515808,405.0,0.024576101448419152
410.0,1.0018113866052458,415.0,0.0018113866052458238
420.0,1.021518065018739,425.0,0.021518065018738985
430.0,1.0246730701914417,435.0,0.024673070191441715
440.0,1.0523441342340438,445.0,0.052344134234043826
450.0,1.0664811453532128,455.0,0.06648114535321281
460.0,1.0589960385560482,465.0,0.05899603855604818
470.0,1.0029402815542376,475.0,0.002940281554237645
480.0,1.002185138152709,485.0,0.002185138152708932
490.0,1.0253976513639538,495.0,0.025397651363953777
