window_start_pt,hours_since_quake,center_lat,center_lon,center_mode,distance_mode,center_track_csv,center_track_to_tz,center_track_storm_name
2024-09-27 08:00:00,0.0,35.55,-84.05000000000001,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Helene
2024-09-28 08:00:00,24.0,37.4,-88.0,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Helene
2024-09-29 08:00:00,48.0,37.4,-88.0,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Helene
2024-09-30 08:00:00,72.0,37.4,-88.0,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Helene
