r_bin_km,phi_mean,r_center_km,abs_dev
0.0,1.1132780007588805,5.0,0.1132780007588805
10.0,1.1068453168849726,15.0,0.10684531688497256
20.0,1.0734544697001231,25.0,0.07345446970012315
30.0,1.0066254979405154,35.0,0.006625497940515368
40.0,1.5307415828585573,45.0,0.5307415828585573
50.0,1.2794791045478173,55.0,0.2794791045478173
60.0,1.0119345613626467,65.0,0.0119345613626467
70.0,0.9418870879694625,75.0,0.05811291203053748
80.0,1.0687289282600494,85.0,0.0687289282600494
90.0,1.0543617695570466,95.0,0.054361769557046635
100.0,0.52750435064458,105.0,0.47249564935542
110.0,0.0,115.0,1.0
130.0,1.1650021331312936,135.0,0.16500213313129364
140.0,1.1308627469419559,145.0,0.13086274694195588
150.0,1.0112300127810796,155.0,0.011230012781079601
160.0,0.9298093775678771,165.0,0.07019062243212293
170.0,0.9518172437034276,175.0,0.04818275629657243
180.0,0.838894912511027,185.0,0.161105087488973
190.0,1.0506667787322141,195.0,0.050666778732214146
200.0,1.3384624227165278,205.0,0.3384624227165278
220.0,1.4791449701821513,225.0,0.4791449701821513
