r_bin_km,phi_mean,r_center_km,abs_dev
0.0,1.0853266282630827,5.0,0.08532662826308268
10.0,1.1267961421748365,15.0,0.12679614217483648
20.0,1.1062892512681985,25.0,0.10628925126819855
30.0,1.0430388022505452,35.0,0.04303880225054524
40.0,0.976554599498773,45.0,0.02344540050122701
50.0,0.9069282439169143,55.0,0.09307175608308571
60.0,0.8900044396500912,65.0,0.10999556034990876
70.0,0.9262968305769929,75.0,0.07370316942300714
80.0,0.892270991798877,85.0,0.10772900820112297
90.0,0.8544002135687618,95.0,0.14559978643123817
100.0,0.8721261771050066,105.0,0.12787382289499338
110.0,0.9806081338120229,115.0,0.019391866187977058
120.0,0.9200447614773997,125.0,0.07995523852260034
130.0,0.905058630241529,135.0,0.094941369758471
140.0,0.9352360044094419,145.0,0.06476399559055812
150.0,0.9164120727945897,155.0,0.0835879272054103
160.0,0.9325880248247826,165.0,0.06741197517521735
170.0,0.9217899060856498,175.0,0.07821009391435019
180.0,0.9049862981497262,185.0,0.0950137018502738
190.0,0.8184154299747322,195.0,0.18158457002526784
200.0,0.8859073230339736,205.0,0.11409267696602643
210.0,0.9160885161697627,215.0,0.08391148383023728
220.0,0.8351061151375998,225.0,0.1648938848624002
230.0,0.8924748805979453,235.0,0.10752511940205467
240.0,0.8947536829261169,245.0,0.1052463170738831
250.0,0.9105242169526738,255.0,0.08947578304732617
260.0,0.9211908921738383,265.0,0.07880910782616168
270.0,0.8617370570749271,275.0,0.1382629429250729
280.0,0.9227332290641143,285.0,0.07726677093588574
290.0,0.9021247407901628,295.0,0.0978752592098372
300.0,0.9296147600144999,305.0,0.07038523998550006
310.0,1.0024470907862357,315.0,0.0024470907862357283
320.0,0.9098139046613105,325.0,0.09018609533868949
330.0,1.1450831234117265,335.0,0.14508312341172647
340.0,1.1008682001183017,345.0,0.10086820011830167
350.0,1.4535366074933678,355.0,0.45353660749336777
370.0,0.6687779674473704,375.0,0.3312220325526296
