t_start_hours,t_end_hours,duration_hours,n_windows
200.0,200.0,0.0,1
248.0,248.0,0.0,1
264.0,272.0,8.0,2
312.0,312.0,0.0,1
328.0,344.0,16.0,3
368.0,368.0,0.0,1
432.0,432.0,0.0,1
528.0,528.0,0.0,1
656.0,664.0,8.0,2
680.0,688.0,8.0,2
792.0,792.0,0.0,1
808.0,808.0,0.0,1
