slug,geo_unit,alpha_unit,logA_unit,r2_unit,n_mono,t_peak_h,D_peak_unit,delta_peak_unit,distance_km,n_tiles_median,n_windows_total
flooding_in_central_and_eastern_europe_sept_16_2024,1202120203,0.2021092201307939,2.266569517140318,0.4158712388788973,4,147.0,0.015071864710801464,0.015071864710801464,350.8852813546474,114.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120210,0.25765240517386845,1.6204390289939792,0.9687144077991897,5,147.0,0.0597976903935149,0.0597976903935149,332.7102564359424,178.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120313,0.3179002620936752,0.7210472496808846,0.528934062716296,3,123.0,0.06528246068379562,0.06528246068379562,209.169701355762,81.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121210,2.7180927458073363,8.187433066492744,0.9761590494823995,3,75.0,0.029495564408791197,-0.029495564408791197,157.07957703629188,42.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121223,1.6947760480022835,4.844327766034647,0.614031209356911,3,75.0,0.04647220793685569,-0.04647220793685569,148.7161821262978,172.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121233,1.8019577423794852,6.01450830073724,0.48138215874040713,4,75.0,0.13085976546558042,-0.13085976546558042,100.4618734364782,120.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121312,0.12646050615482354,0.8040729824843237,0.5848367059292808,5,147.0,0.07389583914168973,0.07389583914168973,79.45971850494877,145.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121313,0.42421662179792236,1.7792093567869824,0.906592966289201,6,147.0,0.11817807553164172,0.11817807553164172,76.2728810799109,144.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121322,1.1351912791617784,3.928807912009324,0.6888035296989469,5,75.0,0.13731293815989132,-0.13731293815989132,76.92469951525683,167.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121323,0.41231815662692667,1.7831613301263047,0.7313661407625782,4,147.0,0.03981939132668133,0.03981939132668133,54.46911780445048,156.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121330,0.2428610340378859,1.1148885205290358,0.8014109158216927,4,147.0,0.0717014819632833,0.0717014819632833,56.39232269484522,160.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122012,0.13392989441084502,1.4578106547778145,0.9220173207213926,4,147.0,0.02947076575718577,0.02947076575718577,321.70984463828415,113.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122013,0.3430835588652008,1.8240998712736338,0.6241846439881665,5,147.0,0.054194664878966625,0.054194664878966625,296.92237571246653,95.0,27
