lat,lon,phi_tile,abs_dev,d_path_km,nearest_lat,nearest_lon
21.053744140024747,-86.82495117187501,24.679542417165127,23.679542417165127,654.5125489217154,26.7,-84.9
25.829560672983607,-80.40893554687501,24.05116112010758,23.05116112010758,441.9983040618302,26.827024025078245,-84.86189279247654
25.84933647841229,-80.408935546875,22.30087049080835,21.30087049080835,441.4465040940582,26.845554576304636,-84.85633362710863
19.756363895671196,-88.73657226562499,21.75178973611328,20.75178973611328,855.5844977794003,26.7,-84.9
29.62122066121319,-81.221923828125,8.075029718087888,7.0750297180878885,248.35210275049778,30.32562539699676,-83.67475946269356
20.14878429154904,-87.484130859375,7.633798696424939,6.633798696424939,769.6151380225679,26.7,-84.9
28.77728859555573,-82.100830078125,5.051949017051967,4.051949017051967,197.80955711202105,29.338338762918074,-84.05448509118536
30.097612820229816,-81.375732421875,5.012099841381065,4.012099841381065,217.62117595923453,30.714854974633788,-83.52505577898701
21.217700317770397,-86.956787109375,4.971852980725266,3.9718529807252656,640.8377226769983,26.7,-84.9
28.06228556255984,-80.738525390625,4.949271653384083,3.9492716533840833,347.098874868537,29.046767226031687,-84.16662798998782
26.382027556732307,-81.441650390625,4.921322023288476,3.921322023288476,330.53088790029227,27.1279409332907,-84.7716177200128
25.631621166455748,-80.277099609375,4.8454751311021,3.8454751311021003,459.7969254101384,26.7,-84.9
32.66712425452255,-83.594970703125,4.812595158309946,3.8125951583099464,32.566551591614235,32.658963704319085,-83.25616246115099
21.156238011582225,-88.341064453125,4.81160794598629,3.8116079459862897,699.509230012031,26.7,-84.9
27.303451561710325,-80.233154296875,4.7335387017787784,3.7335387017787784,417.2219351270514,28.24500175806815,-84.43649947257957
27.751607253506148,-80.56274414062499,4.69915570245182,3.6991557024518196,374.02181707774434,28.81245085546517,-84.25674967097494
27.907057935466664,-80.49682617187499,4.66969414912745,3.6696941491274497,374.58068076840414,28.969486650762747,-84.19635128816817
20.622501912134524,-88.253173828125,4.666550337781937,3.6665503377819366,748.6604028665379,26.7,-84.9
21.03323688161548,-86.91284179687499,4.63350148870428,3.6335014887042796,659.1284859299358,26.7,-84.9
21.135744900782072,-86.95678710937499,4.460894855650652,3.4608948556506522,649.5126929251878,26.7,-84.9
30.36339578020753,-87.088623046875,4.315434490013536,3.315434490013536,312.60017825817584,29.476763279281776,-84.00124489258393
20.04561048827341,-89.066162109375,4.241727008508241,3.2417270085082412,841.2753721861042,26.7,-84.9
