fit_ok,alpha,slope,intercept,r2_loglog,n_points_fit,r_min_fit,r_max_fit,y_min_fit,y_max_fit,time_min_hours,time_max_hours
1,-1.353806317279992,1.353806317279992,-9.521101642016365,0.1407448158767235,25,45.0,315.0,0.000265694556050855,0.8825024142458459,24.0,72.0
