window_start_pt,hours_since_quake,distance_bin,z_score_mean,z_score_std,z_score_count,phi_mean,phi_std,phi_count,z_clip_pos_rate,z_clip_neg_rate
2023-02-08 00:00:00,56.0,1000km+,0.42513464753915103,1.1172052831843615,219,0.06351905393862343,0.19355253548628568,219,0.0091324200913242,0.0
2023-02-08 08:00:00,64.0,0-50km,0.11265142235194466,3.4153484787121973,421,0.2836552591764942,1.002990048070194,421,0.31116389548693585,0.31116389548693585
2023-02-08 08:00:00,64.0,50-100km,1.4275008947162526,3.0381361827340245,580,0.4215320976693819,0.73993801201727,580,0.4379310344827586,0.15344827586206897
2023-02-08 08:00:00,64.0,100-200km,1.3772055224465503,3.145034432860153,1603,0.3305660292324679,0.7097505710781071,1603,0.42046163443543355,0.1965065502183406
2023-02-08 08:00:00,64.0,200-500km,1.5041044284084468,1.662234008925517,7048,0.1882813494265984,0.42858627869865384,7048,0.13649262202043133,0.007945516458569807
2023-02-08 08:00:00,64.0,500-1000km,0.7097261128485582,1.2625959953723758,14606,0.08004155522383219,0.355273258208756,14606,0.014856908119950706,0.0004107900862659181
2023-02-08 08:00:00,64.0,1000km+,0.43513133932224207,1.0208383196955007,212,0.07643002834778097,0.27623227897466324,212,0.0,0.0
2023-02-08 16:00:00,72.0,0-50km,-0.7332089674029458,3.1727042878195766,355,0.08380708827041813,0.8747723316300358,355,0.18309859154929578,0.35774647887323946
2023-02-08 16:00:00,72.0,50-100km,0.6997064898919415,2.920788229127482,465,0.24403994273509289,0.6526992979639951,465,0.24731182795698925,0.16559139784946236
2023-02-08 16:00:00,72.0,100-200km,0.7463257342627853,2.8959628748496296,1265,0.19400429029432226,0.6563726084468627,1265,0.22687747035573122,0.17233201581027668
2023-02-08 16:00:00,72.0,200-500km,0.7683029822642006,1.4792736698923932,5801,0.12072964408072932,0.3489418194021333,5801,0.04947422858127909,0.006033442509912084
2023-02-08 16:00:00,72.0,500-1000km,0.09193379902664447,0.9990999651174733,11871,0.031093672978592092,0.22796613768403112,11871,0.003622272765563137,8.423890152472412e-05
2023-02-08 16:00:00,72.0,1000km+,-0.05763510408879224,0.9072258504615694,170,0.01754617672784574,0.2859270397014817,170,0.0,0.0
2023-02-09 00:00:00,80.0,0-50km,-0.38598284385960896,3.2846323094326713,436,0.155697237729884,0.837917061470937,436,0.22935779816513763,0.3348623853211009
2023-02-09 00:00:00,80.0,50-100km,1.085916499197418,2.9647252186559134,617,0.35744044853280194,0.753769622254552,617,0.31766612641815234,0.15721231766612642
2023-02-09 00:00:00,80.0,100-200km,1.0482976500413839,3.005336146466349,1691,0.2530233847183514,0.6465731386804104,1691,0.30396215257244236,0.17622708456534594
2023-02-09 00:00:00,80.0,200-500km,1.3258672742064683,1.6156402291023386,7233,0.15757837156950374,0.3340620252363388,7233,0.10147933084473938,0.003871146135766625
2023-02-09 00:00:00,80.0,500-1000km,0.7893836494670818,1.2485676629907325,14844,0.09248101394017154,0.34082228519956304,14844,0.018593371059013743,0.00033683643222850985
2023-02-09 00:00:00,80.0,1000km+,0.5030008945073958,1.0835137821295588,222,0.07213463663699238,0.2147530838827951,222,0.0,0.0
2023-02-09 08:00:00,88.0,0-50km,0.3776718064133378,3.0894396977741585,440,0.32152918599003966,0.9497539715181837,440,0.2727272727272727,0.18181818181818182
2023-02-09 08:00:00,88.0,50-100km,1.5003960691464104,2.6261585138223276,611,0.45294947383161493,0.7383735921350942,611,0.32896890343698854,0.07364975450081833
2023-02-09 08:00:00,88.0,100-200km,1.276485345587737,2.814940649617837,1715,0.34551936654487597,0.7612505391940618,1715,0.3020408163265306,0.14110787172011663
2023-02-09 08:00:00,88.0,200-500km,0.8968676281618245,1.2779798294061553,7110,0.155354805443432,0.36204228855737497,7110,0.05007032348804501,0.0007032348804500703
2023-02-09 08:00:00,88.0,500-1000km,0.19418709549636065,0.7972395132308143,14690,0.047911619924618655,0.3040766211877323,14690,0.0012933968686181076,6.807351940095303e-05
2023-02-09 08:00:00,88.0,1000km+,0.010509731064770251,0.8196276507452439,218,0.025459750601102775,0.19180527879084455,218,0.0,0.0
2023-02-09 16:00:00,96.0,0-50km,-0.7256789802766087,3.161203873956383,370,0.10185764614411758,0.8666041824871019,370,0.1918918918918919,0.35135135135135137
2023-02-09 16:00:00,96.0,50-100km,0.8828615999769341,2.903959469286007,476,0.2899981934456975,0.6876216737686293,476,0.2647058823529412,0.15126050420168066
2023-02-09 16:00:00,96.0,100-200km,0.6865579573373324,2.9518959034560877,1346,0.19238714585968342,0.619587786174868,1346,0.22659732540861813,0.18945022288261515
2023-02-09 16:00:00,96.0,200-500km,0.9633527517847169,1.4943757095738697,5833,0.1270410589088106,0.3125441341654461,5833,0.060860620606891826,0.003600205726041488
2023-02-09 16:00:00,96.0,500-1000km,0.241104873141446,1.0348072668768638,11851,0.042231237768804615,0.2284060399206545,11851,0.0037127668551177116,0.0003375242595561556
2023-02-09 16:00:00,96.0,1000km+,-0.006152799099442839,0.9871848432951398,164,0.014036632346094854,0.23444048818021665,164,0.006097560975609756,0.0
2023-02-10 00:00:00,104.0,0-50km,-0.09609811402915715,3.3363254810091543,456,0.2598936502142816,1.3783643380853556,456,0.26096491228070173,0.28728070175438597
2023-02-10 00:00:00,104.0,50-100km,1.2804428609714946,2.9350552239862613,631,0.4006479237904724,0.817048835351288,631,0.3502377179080824,0.14580031695721077
2023-02-10 00:00:00,104.0,100-200km,1.078946881512961,2.985471809410603,1744,0.26992452230063385,0.65154550615394,1744,0.2998853211009174,0.1783256880733945
2023-02-10 00:00:00,104.0,200-500km,1.4936257706370895,1.6073323053073023,7190,0.1664436248719895,0.3173113599790166,7190,0.1368567454798331,0.0011126564673157164
2023-02-10 00:00:00,104.0,500-1000km,0.7036322219702725,1.2167496552888224,14833,0.08873606362553908,0.3844579845732139,14833,0.012202521404975393,0.00047192071731949034
2023-02-10 00:00:00,104.0,1000km+,0.45756633545174297,0.9858306124956526,222,0.06915348638754779,0.17894529905050324,222,0.0,0.0
2023-02-10 08:00:00,112.0,0-50km,0.7014079515038956,3.1862312683170053,454,0.38321424908319074,0.8914645543777399,454,0.3237885462555066,0.21806167400881057
2023-02-10 08:00:00,112.0,50-100km,1.7415483113151626,2.8399776018525964,623,0.49825708260682205,0.731640338526179,623,0.45585874799357945,0.11235955056179775
2023-02-10 08:00:00,112.0,100-200km,1.6591476513867485,2.999986198433979,1716,0.39219727614870226,0.6826727224854777,1716,0.4557109557109557,0.1561771561771562
2023-02-10 08:00:00,112.0,200-500km,1.588918393131641,1.6111815461969978,7055,0.18400651561017775,0.3299739001998869,7055,0.1493975903614458,0.002267895109851169
2023-02-10 08:00:00,112.0,500-1000km,0.6912821274704156,1.2415306255391034,14691,0.07298275583534883,0.3065050219494451,14691,0.012796950513920087,0.00013613777142468177
2023-02-10 08:00:00,112.0,1000km+,0.22357942922547813,0.979112472243001,220,0.061819739562400354,0.2980523096585816,220,0.0,0.004545454545454545
2023-02-10 16:00:00,120.0,0-50km,-0.31107796730672316,3.248708630052831,371,0.17457436593461345,0.8081437919898713,371,0.2398921832884097,0.2803234501347709
2023-02-10 16:00:00,120.0,50-100km,1.3676685217192175,2.808755114063274,476,0.35267218042144327,0.6547097009647477,476,0.34243697478991597,0.10294117647058823
2023-02-10 16:00:00,120.0,100-200km,1.1544708583830552,2.98135891038458,1369,0.2693965439089691,0.6555859175391908,1369,0.3294375456537619,0.1643535427319211
2023-02-10 16:00:00,120.0,200-500km,1.4113080299864287,1.5007952099965827,5702,0.16827799455780207,0.43925626814877006,5702,0.10119256401262715,0.001052262364082778
2023-02-10 16:00:00,120.0,500-1000km,0.6452710083773199,1.1257134328689224,11715,0.07312581311727194,0.2336805203121296,11715,0.008877507469056765,0.00017072129748186088
2023-02-10 16:00:00,120.0,1000km+,0.33554599475392116,0.9095132650133639,168,0.06274857205663413,0.264864747729449,168,0.0,0.0
2023-02-11 00:00:00,128.0,0-50km,0.2494188012326906,3.231828689488365,466,0.278760489394804,0.7800021712425237,466,0.27896995708154504,0.22317596566523606
2023-02-11 00:00:00,128.0,50-100km,1.775693745329109,2.6737694815779682,646,0.4321918385032769,0.6485441234670384,646,0.4102167182662539,0.08513931888544891
2023-02-11 00:00:00,128.0,100-200km,1.6203588024239721,2.8418534140398704,1802,0.3598010361753026,0.6235886362614685,1802,0.38623751387347394,0.1281908990011099
2023-02-11 00:00:00,128.0,200-500km,1.6677904231049248,1.529734484845431,7440,0.20260295610457563,0.4264839477948887,7440,0.13669354838709677,0.0004032258064516129
2023-02-11 00:00:00,128.0,500-1000km,0.8201574244943256,1.2277757632927682,15250,0.09543742898022411,0.3130590250432411,15250,0.012786885245901639,0.00026229508196721314
2023-02-11 00:00:00,128.0,1000km+,0.35470172741432915,1.1125499931744904,231,0.043795527985194205,0.2287173586742322,231,0.0,0.0
2023-02-11 08:00:00,136.0,0-50km,0.6113401630460277,3.163798637291342,457,0.3532652320240468,0.8029055472911754,457,0.3085339168490153,0.2188183807439825
2023-02-11 08:00:00,136.0,50-100km,1.9024273411144588,2.728757386364247,656,0.5018917657569728,0.7468740200126118,656,0.47103658536585363,0.09146341463414634
2023-02-11 08:00:00,136.0,100-200km,1.8353483384650249,2.879967501431527,1779,0.4322774097481734,0.6916039523769746,1779,0.4598088813940416,0.1399662731871838
2023-02-11 08:00:00,136.0,200-500km,1.6053462581413533,1.585681077116284,7231,0.18483838536898697,0.3281914609103338,7231,0.13594246992117273,0.001659521504632831
2023-02-11 08:00:00,136.0,500-1000km,0.6225321516893609,1.2080283082326553,15156,0.06964211538668641,0.32051565550687156,15156,0.010688836104513063,0.000395882818685669
2023-02-11 08:00:00,136.0,1000km+,0.04542018219940704,0.933547902600779,234,0.04051397215711085,0.28641426464459463,234,0.0,0.0
2023-02-11 16:00:00,144.0,0-50km,0.3614350724075508,3.1031633045201876,369,0.28413203045955043,0.825879379058398,369,0.26287262872628725,0.2005420054200542
2023-02-11 16:00:00,144.0,50-100km,1.7307136216655084,2.6047843628451672,483,0.415555199305529,0.5988523257081395,483,0.3995859213250518,0.08074534161490683
2023-02-11 16:00:00,144.0,100-200km,1.5608982351331966,2.918444511893631,1373,0.34752703491353026,0.612566054592215,1373,0.38820101966496723,0.13983976693372177
2023-02-11 16:00:00,144.0,200-500km,1.5441125364981303,1.4815588388111363,5623,0.17935831230677637,0.29539847138570546,5623,0.10937222123421661,0.0005335230304108127
2023-02-11 16:00:00,144.0,500-1000km,0.6988466138550076,1.1033102941393695,11724,0.08721947166981925,0.29850898854570534,11724,0.007676560900716479,0.000170590242238144
2023-02-11 16:00:00,144.0,1000km+,0.2563570945416921,0.8525278725675303,162,0.06569276485009144,0.2122766499146018,162,0.0,0.0
2023-02-12 00:00:00,152.0,0-50km,0.775386839228496,3.101765138417557,501,0.28731688079947626,0.644205576030177,501,0.3253493013972056,0.18762475049900199
2023-02-12 00:00:00,152.0,50-100km,1.9380484822840882,2.5093774373737117,705,0.4480622855154347,0.6190345114878053,705,0.41134751773049644,0.06666666666666667
2023-02-12 00:00:00,152.0,100-200km,1.754225537081529,2.772048475143328,1898,0.3608599912342214,0.5821020509637601,1898,0.3946259220231823,0.12592202318229714
2023-02-12 00:00:00,152.0,200-500km,1.6516194602204348,1.5087173629921893,7635,0.20023273207991613,0.3555331115630777,7635,0.12259332023575638,0.0005239030779305828
2023-02-12 00:00:00,152.0,500-1000km,0.7063576194383878,1.1456779011519074,15880,0.09360076703348316,0.31782202510732693,15880,0.008690176322418136,0.0003778337531486146
2023-02-12 00:00:00,152.0,1000km+,0.5182163273473142,1.0801662712603235,243,0.08735415660678157,0.2823047401500787,243,0.00823045267489712,0.0
2023-02-12 08:00:00,160.0,0-50km,0.8835772477956142,2.8328239579424372,447,0.39762756492741785,0.8596945666848523,447,0.29082774049217003,0.10738255033557047
2023-02-12 08:00:00,160.0,50-100km,1.9003143117010493,2.3767790693222475,621,0.5198062191473277,0.6898112709432664,621,0.3671497584541063,0.03864734299516908
2023-02-12 08:00:00,160.0,100-200km,1.8024049267007012,2.6298176322215627,1693,0.4379486853100161,0.6515332746574835,1693,0.3544004725339634,0.08269344359125812
2023-02-12 08:00:00,160.0,200-500km,1.335483329072502,1.1287396793391962,6960,0.23382984587013028,0.3861120298405037,6960,0.05,0.0
2023-02-12 08:00:00,160.0,500-1000km,0.605787734554186,0.7837615499148473,14594,0.1077677827929933,0.2917501118888023,14594,0.0018500753734411403,0.0
2023-02-12 08:00:00,160.0,1000km+,0.45218785800980155,0.8546343370120499,220,0.12120499332915126,0.3611514156885452,220,0.004545454545454545,0.0
2023-02-12 16:00:00,168.0,0-50km,-0.516337597734825,3.1369966004478815,368,0.1246062751982016,0.7394836274790979,368,0.1956521739130435,0.28532608695652173
2023-02-12 16:00:00,168.0,50-100km,1.2115719518198462,2.790555888835743,493,0.30253571818069386,0.5745938561538563,493,0.281947261663286,0.10344827586206896
2023-02-12 16:00:00,168.0,100-200km,1.2200742541447815,2.906022424226279,1416,0.24825688272508817,0.5818147773425831,1416,0.3177966101694915,0.14901129943502825
2023-02-12 16:00:00,168.0,200-500km,1.3661853813858391,1.407301573662637,5840,0.15343860101696616,0.28698403493891805,5840,0.07928082191780822,0.00034246575342465754
2023-02-12 16:00:00,168.0,500-1000km,0.46150499151579827,1.0215727977053457,11922,0.06518671423943313,0.24504620805758506,11922,0.0056198624391880555,0.0
2023-02-12 16:00:00,168.0,1000km+,0.2139575256704083,0.8978083356965992,164,0.0399749240337964,0.15526367994595186,164,0.006097560975609756,0.0
2023-02-13 00:00:00,176.0,0-50km,0.05217683444923121,3.21597439995523,466,0.2129088265797863,0.6982395794397283,466,0.24892703862660945,0.24034334763948498
2023-02-13 00:00:00,176.0,50-100km,1.5844537845295295,2.6586009982863996,639,0.3621771162594965,0.5792430823809824,639,0.3411580594679186,0.09076682316118936
2023-02-13 00:00:00,176.0,100-200km,1.591867225354327,2.7671826077647594,1781,0.31930194200581047,0.5413322728923392,1781,0.35485682201010665,0.12633352049410443
2023-02-13 00:00:00,176.0,200-500km,1.736145851126095,1.5543765248679715,7193,0.18167482063853585,0.3196918338470192,7193,0.15640205755595718,0.0
2023-02-13 00:00:00,176.0,500-1000km,0.8374614831548048,1.171074176510918,14840,0.09609817684915585,0.28221007128595194,14840,0.013409703504043127,0.00020215633423180594
2023-02-13 00:00:00,176.0,1000km+,0.4544586676188908,1.0915463293911523,217,0.06996948437266726,0.20683163752771982,217,0.009216589861751152,0.0
2023-02-13 08:00:00,184.0,0-50km,0.6082967490295339,3.139145109035115,453,0.3105654883506036,0.7974960508777811,453,0.31125827814569534,0.20750551876379691
2023-02-13 08:00:00,184.0,50-100km,1.90739131117821,2.648090914681513,626,0.481239121952764,0.7497571060534178,626,0.4536741214057508,0.07667731629392971
2023-02-13 08:00:00,184.0,100-200km,1.8230602914857437,2.8658906645081483,1738,0.386484974100357,0.587888749432142,1738,0.45569620253164556,0.13521288837744533
2023-02-13 08:00:00,184.0,200-500km,1.8230896770799003,1.5679291010255214,7024,0.19438640978883384,0.34455247428346814,7024,0.17539863325740318,0.0005694760820045558
2023-02-13 08:00:00,184.0,500-1000km,0.8533917565881199,1.238115647146183,14649,0.08843339034307521,0.3356280190142381,14649,0.01959178100894259,0.00034132022663663046
2023-02-13 08:00:00,184.0,1000km+,0.49143449107778975,1.015235894558448,211,0.08115421426316052,0.2362882319742889,211,0.009478672985781991,0.0
2023-02-13 16:00:00,192.0,0-50km,-0.3398888689812428,3.051108228912514,374,0.12891723987311232,0.667253951010114,374,0.17914438502673796,0.23796791443850268
2023-02-13 16:00:00,192.0,50-100km,1.055654045813034,2.7225441702306568,493,0.2632457906833839,0.6199941551410572,493,0.2231237322515213,0.1075050709939148
2023-02-13 16:00:00,192.0,100-200km,1.2074513987596704,2.855770282222994,1425,0.24666363021943957,0.5525209835173616,1425,0.28210526315789475,0.1480701754385965
2023-02-13 16:00:00,192.0,200-500km,1.3425561622508866,1.4286178874176554,5855,0.15082989747784448,0.319234750641528,5855,0.08129803586678053,0.0001707941929974381
2023-02-13 16:00:00,192.0,500-1000km,0.5186398366413738,1.0431901989768078,12019,0.07000033458150258,0.24987417913795648,12019,0.005324902238122972,0.0004992095848240286
2023-02-13 16:00:00,192.0,1000km+,0.1764747628428308,1.0601199277346185,163,0.027899894058411517,0.193452899123864,163,0.0,0.0
2023-02-14 00:00:00,200.0,0-50km,0.3591557570728445,3.0323049232514365,469,0.24672117001126542,0.6458190760614912,469,0.24733475479744135,0.17484008528784648
2023-02-14 00:00:00,200.0,50-100km,1.6026320419032447,2.5906435870853937,649,0.3504853290827644,0.5257445164052109,649,0.337442218798151,0.08320493066255778
2023-02-14 00:00:00,200.0,100-200km,1.694607972206166,2.675527399198418,1802,0.3248632251662424,0.5321174841929699,1802,0.3590455049944506,0.11154273029966703
2023-02-14 00:00:00,200.0,200-500km,1.6726008864835482,1.5289529112637097,7252,0.1800014063025991,0.3178818713415299,7252,0.146442360728075,0.0001378929950358522
2023-02-14 00:00:00,200.0,500-1000km,0.8595351433960207,1.2043203777392324,14944,0.10681532523919489,0.5299636000261724,14944,0.014721627408993576,0.00033458244111349034
2023-02-14 00:00:00,200.0,1000km+,0.458144691702628,1.1324168494515456,223,0.05916308540119111,0.17798241513077254,223,0.013452914798206279,0.0
2023-02-14 08:00:00,208.0,0-50km,0.6830776054476175,3.090811490435673,460,0.33378794296616654,0.8067198964257948,460,0.3,0.19130434782608696
2023-02-14 08:00:00,208.0,50-100km,1.9046217830178382,2.6572377939015173,629,0.42191911280257416,0.5625501556793693,629,0.45151033386327505,0.0794912559618442
2023-02-14 08:00:00,208.0,100-200km,1.9057749426460031,2.792795833213791,1742,0.373212186389124,0.5549697119787533,1742,0.4535017221584386,0.12686567164179105
2023-02-14 08:00:00,208.0,200-500km,1.7813650968475288,1.5337258517021906,7063,0.1943291738694131,0.42842348939390074,7063,0.16536882344612772,0.0004247486903582047
2023-02-14 08:00:00,208.0,500-1000km,0.8893833000833289,1.248701491974564,14698,0.09471364842712748,0.41326460088577716,14698,0.018233773302490135,0.00027214587018641994
2023-02-14 08:00:00,208.0,1000km+,0.546754848092502,1.0211086227685977,214,0.08371741033427989,0.3129541000374529,214,0.0,0.0
