r_bin_km,phi_mean,r_center_km,abs_dev
0.0,1.0211023631692433,5.0,0.0211023631692433
10.0,1.0223531929904797,15.0,0.022353192990479664
20.0,1.0307957346664967,25.0,0.030795734666496655
30.0,1.0219602922874838,35.0,0.02196029228748375
40.0,1.0187677526188312,45.0,0.018767752618831235
50.0,1.0228478317135796,55.0,0.022847831713579625
60.0,1.014454208919916,65.0,0.014454208919916
70.0,0.9996888117278206,75.0,0.0003111882721793524
80.0,1.002088043413596,85.0,0.002088043413595919
90.0,0.9802381324774492,95.0,0.019761867522550824
100.0,0.9506030646175831,105.0,0.04939693538241685
110.0,0.9647995497161854,115.0,0.03520045028381458
120.0,0.9466298168597773,125.0,0.05337018314022268
130.0,0.9430192319718884,135.0,0.056980768028111584
140.0,0.9622429291722838,145.0,0.03775707082771618
150.0,0.9763236545456059,155.0,0.02367634545439412
160.0,0.9951837555905254,165.0,0.00481624440947459
170.0,0.9828452383890917,175.0,0.017154761610908342
180.0,0.993440707540718,185.0,0.006559292459281996
190.0,1.009075216850718,195.0,0.009075216850717993
200.0,1.0111463101519307,205.0,0.011146310151930683
210.0,0.9975586409905277,215.0,0.002441359009472288
220.0,0.9574341512427714,225.0,0.042565848757228575
230.0,0.9408961631881028,235.0,0.05910383681189724
240.0,0.9517030626138098,245.0,0.04829693738619023
250.0,0.9854721559961516,255.0,0.014527844003848434
260.0,0.9485073900183498,265.0,0.05149260998165017
270.0,0.986031736712765,275.0,0.013968263287234994
280.0,1.0098091329210421,285.0,0.00980913292104213
290.0,0.9403808452494862,295.0,0.059619154750513825
300.0,0.9476179055952475,305.0,0.0523820944047525
310.0,0.9658467202113097,315.0,0.034153279788690316
320.0,0.9508560598607079,325.0,0.04914394013929213
330.0,0.9548756424195104,335.0,0.045124357580489605
340.0,0.9281115743923452,345.0,0.07188842560765485
350.0,0.996540278000769,355.0,0.003459721999230947
360.0,0.9626716974800344,365.0,0.03732830251996555
370.0,1.011691155067742,375.0,0.011691155067742098
380.0,1.2350117098348545,385.0,0.23501170983485453
