window_start_pt,hours_since_quake,r_bin_km,n_tiles,n_tiles_crisis,n_tiles_overlap,baseline_sum,crisis_sum,baseline_sum_overlap,crisis_sum_overlap,path_sector_occupied,phi_aggregate,phi_overlap,tile_overlap_ratio,path_coverage_frac
2024-08-07 08:00:00,52.0,10.0,9,9,9,186.04602157026164,158.73238608487554,186.04602157026164,158.73238608487554,3,0.8531888225566227,0.8531888225566227,1.0,0.25
2024-08-07 08:00:00,52.0,20.0,23,23,20,760.3938793170469,659.3491649937596,726.3440322886931,624.5757039620224,5,0.8671152976480541,0.8598896338337068,0.8695652173913043,0.4166666666666667
2024-08-07 08:00:00,52.0,30.0,16,16,14,286.02844158983015,319.97185604311545,264.42834953385926,297.6214667796381,3,1.1186714659025438,1.125527831279409,0.875,0.25
2024-08-07 08:00:00,52.0,40.0,40,41,40,3310.475818820068,3747.339745903442,3310.475818820068,3733.297544203194,3,1.1319640894519756,1.1277223422021037,1.0,0.25
2024-08-07 08:00:00,52.0,50.0,73,73,70,2301.3832298802113,2382.5299815223066,2262.8045081969653,2351.221617013675,5,1.0352599908561595,1.0390741261546987,0.958904109589041,0.4166666666666667
2024-08-07 08:00:00,52.0,60.0,130,122,117,3093.426513787309,3042.533743449481,2941.177577311244,2990.729663015026,5,0.9835480913766658,1.016847702799734,0.9,0.4166666666666667
2024-08-07 08:00:00,52.0,70.0,235,226,216,6734.770404187484,6625.6117497087125,6517.831317891258,6517.924256082886,7,0.9837917779036833,1.0000142590667196,0.9191489361702128,0.5833333333333334
2024-08-07 08:00:00,52.0,80.0,343,346,331,10913.602447532998,11135.957647671743,10775.77757020322,10961.962554232698,7,1.0203741341328598,1.0172781020039157,0.9650145772594753,0.5833333333333334
2024-08-07 08:00:00,52.0,90.0,418,426,408,19356.605648787903,19888.02160054589,19244.921015128093,19634.26299537196,7,1.027453984515682,1.0202308952028336,0.9760765550239234,0.5833333333333334
2024-08-07 08:00:00,52.0,100.0,449,454,437,54235.36179364031,54555.67306976932,54097.58417716888,54368.01251757132,7,1.0059059489148015,1.0049988986479839,0.9732739420935412,0.5833333333333334
2024-08-07 08:00:00,52.0,110.0,442,439,420,48700.080221807446,48684.807144269136,48392.05119569221,48407.08498682949,7,0.9996863849614056,1.0003106665405954,0.9502262443438914,0.5833333333333334
