n_events,uw_mean_beta,uw_se,uw_ttest_t,uw_ttest_p,iv_mean_beta,iv_se,iv_p,n_positive,n_negative,sign_test_p,uw_mean_no_jamaica,uw_p_no_jamaica,uw_mean_no_beryl,uw_p_no_beryl
14,-0.1639425684978133,0.287697974183193,-0.5698426238949538,0.5784995077121602,0.07192725903603069,0.0807256688955286,0.3729245976915725,5,9,0.4239501953125,-0.20518535358708406,0.5172795582713281,-0.3126958286131663,0.3736647856631298
