predictor,status,n_obs,n_events,coef,se,z,p,ci_low,ci_high,aic,bic,message
delta_peak_unit,ok,1940,14,-0.6021065200104058,0.08257111378278234,-7.291975273512134,3.054432310466195e-13,-0.763942929188018,-0.44027011083279355,4812.367196775313,4834.648969783542,ok
distance_km,ok,1940,14,2.0000848507105576e-05,1.3146383608168106e-05,1.5213954729480628,0.12816062424913616,-5.765589891851637e-06,4.576728690606279e-05,,,ok
D_peak_unit,ok,1940,14,0.09572968328436024,0.1230896604147657,0.7777231894359554,0.43673221831615716,-0.1455216179978461,0.33698098456656655,,,ok
