scope,pair,rho,p,n
pooled_raw,alpha_vs_delta_peak_unit,-0.2415326519702765,3.766855340674144e-27,1940
pooled_raw,alpha_vs_D_peak_unit,-0.06386146844094885,0.004894970783750422,1940
pooled_raw,alpha_vs_distance_km,0.08637882510698257,0.00013938231740742385,1940
within_event_demean,alpha_vs_delta_peak_unit,-0.2340111625387263,1.5308421690103898e-25,1940
within_event_demean,alpha_vs_D_peak_unit,0.03121726956992031,0.16930920404579006,1940
within_event_demean,alpha_vs_distance_km,0.08363564965945641,0.00022615109543495238,1940
