slug,name,event_type,hours_since_quake,abs_g1,sigma1_energy,mode_used
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,264.0,0.18072665627242598,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,288.0,0.2754972964716214,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,312.0,0.3363174959937608,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,336.0,0.3082025137896763,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,360.0,0.2513801628723945,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,384.0,0.3226851892581706,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,408.0,0.21028414871445,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,432.0,0.15454441026734336,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,456.0,0.20861475335003732,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,480.0,0.24869967835371543,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,504.0,0.2773145464042414,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,528.0,0.29996492529523633,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,552.0,0.3056518608159406,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,576.0,0.22674725808801982,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,600.0,0.2189968914287041,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,624.0,0.23987403256055256,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,648.0,0.2575155685908538,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,672.0,0.2911041997440029,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,696.0,0.3151579765435658,0.7500781260089859,drop_complete
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,720.0,0.3109215453594301,0.7500781260089859,drop_complete
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Hurricane Helene Pre Landfall Gulf Of Mexico 24 September 2024,hurricane,0.0,0.17610866968316893,0.9450025882685946,drop_complete
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Hurricane Helene Pre Landfall Gulf Of Mexico 24 September 2024,hurricane,24.0,0.4068724765705574,0.9450025882685946,drop_complete
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Hurricane Helene Pre Landfall Gulf Of Mexico 24 September 2024,hurricane,48.0,0.4715040255396149,0.9450025882685946,drop_complete
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Hurricane Helene Pre Landfall Gulf Of Mexico 24 September 2024,hurricane,72.0,0.46938243183763984,0.9450025882685946,drop_complete
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Hurricane Helene Pre Landfall Gulf Of Mexico 24 September 2024,hurricane,96.0,0.4752546201033463,0.9450025882685946,drop_complete
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Hurricane Helene Pre Landfall Gulf Of Mexico 24 September 2024,hurricane,120.0,0.5067596607156353,0.9450025882685946,drop_complete
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Hurricane Helene Pre Landfall Gulf Of Mexico 24 September 2024,hurricane,144.0,0.504755937216611,0.9450025882685946,drop_complete
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Hurricane Helene Pre Landfall Gulf Of Mexico 24 September 2024,hurricane,168.0,0.5203305162134224,0.9450025882685946,drop_complete
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Hurricane Helene Pre Landfall Gulf Of Mexico 24 September 2024,hurricane,192.0,0.6101315651005811,0.9450025882685946,drop_complete
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Hurricane Helene Pre Landfall Gulf Of Mexico 24 September 2024,hurricane,216.0,0.562720425898975,0.9450025882685946,drop_complete
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Hurricane Helene Pre Landfall Gulf Of Mexico 24 September 2024,hurricane,240.0,0.541162224143268,0.9450025882685946,drop_complete
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Hurricane Helene Pre Landfall Gulf Of Mexico 24 September 2024,hurricane,264.0,0.5893285024623631,0.9450025882685946,drop_complete
hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,72.0,0.4470765521091464,0.931529661461368,drop_complete
hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,96.0,0.39974982504229317,0.931529661461368,drop_complete
hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,120.0,0.32226735882015695,0.931529661461368,drop_complete
hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,144.0,0.3664266898812212,0.931529661461368,drop_complete
hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,168.0,0.39053660771174376,0.931529661461368,drop_complete
hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,192.0,0.3941028251534782,0.931529661461368,drop_complete
hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,216.0,0.3834706472689021,0.931529661461368,drop_complete
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,24.0,0.5091821110733818,0.5468610254851539,drop_complete
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,48.0,0.5202058112482417,0.5468610254851539,drop_complete
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,72.0,0.7203384869881947,0.5468610254851539,drop_complete
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,96.0,0.7522036351391563,0.5468610254851539,drop_complete
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,120.0,0.5601520870205517,0.5468610254851539,drop_complete
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,144.0,0.5251144860859228,0.5468610254851539,drop_complete
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,168.0,0.5153720857092815,0.5468610254851539,drop_complete
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,192.0,0.390920892453978,0.5468610254851539,drop_complete
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,216.0,0.4111102003408091,0.5468610254851539,drop_complete
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,240.0,0.3344049632789033,0.5468610254851539,drop_complete
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,264.0,0.2184556136308889,0.5468610254851539,drop_complete
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,288.0,0.25787741255848023,0.5468610254851539,drop_complete
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,312.0,0.20064717632980478,0.5468610254851539,drop_complete
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,336.0,0.2873805748788459,0.5468610254851539,drop_complete
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,360.0,0.188627538810227,0.5468610254851539,drop_complete
hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,0.0,0.45350728448313904,0.9043854733721971,drop_complete
hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,24.0,0.45328776472534427,0.9043854733721971,drop_complete
hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,48.0,0.5770782133826782,0.9043854733721971,drop_complete
hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,72.0,0.6089918289214005,0.9043854733721971,drop_complete
hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,96.0,0.5881653574164754,0.9043854733721971,drop_complete
hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,120.0,0.5859083479411651,0.9043854733721971,drop_complete
hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,144.0,0.45913094189822307,0.9043854733721971,drop_complete
hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,168.0,0.5370379569349324,0.9043854733721971,drop_complete
hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,192.0,0.48633647383913314,0.9043854733721971,drop_complete
hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,216.0,0.5444446459198774,0.9043854733721971,drop_complete
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,0.0,0.45267619134821463,0.9684214939926664,drop_complete
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,24.0,0.4249921075738306,0.9684214939926664,drop_complete
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,48.0,0.4413245579577497,0.9684214939926664,drop_complete
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,72.0,0.3996049420656021,0.9684214939926664,drop_complete
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,96.0,0.4427156475268114,0.9684214939926664,drop_complete
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,120.0,0.4126981160456343,0.9684214939926664,drop_complete
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,144.0,0.529506136352621,0.9684214939926664,drop_complete
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,168.0,0.5033872175415947,0.9684214939926664,drop_complete
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,192.0,0.4209373597216034,0.9684214939926664,drop_complete
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,216.0,0.4045481229828807,0.9684214939926664,drop_complete
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,240.0,0.35022256063771584,0.9684214939926664,drop_complete
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,29.0,1.7176117387696457,0.926156258036644,drop_complete
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,53.0,1.336658960197121,0.926156258036644,drop_complete
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,77.0,1.0336631600704524,0.926156258036644,drop_complete
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,101.0,0.8202687991699258,0.926156258036644,drop_complete
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,125.0,0.6125758941179484,0.926156258036644,drop_complete
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,149.0,0.4998238358446923,0.926156258036644,drop_complete
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,173.0,0.55071486608699,0.926156258036644,drop_complete
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,197.0,0.4867008699906575,0.926156258036644,drop_complete
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,221.0,0.46002515332784166,0.926156258036644,drop_complete
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,245.0,0.2664014841781442,0.926156258036644,drop_complete
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,269.0,0.35698198757893074,0.926156258036644,drop_complete
