fit_ok,alpha,slope,intercept,r2_loglog,n_points_fit,r_min_fit,r_max_fit,y_min_fit,y_max_fit,time_min_hours,time_max_hours
1,0.5579005020075309,-0.5579005020075309,-0.7278107612677082,0.3994789143228096,49,15.0,495.0,0.007763387684433187,0.14807599606111221,24.0,72.0
