scope,n_units,n_events,Q_S2_global,Q_S2_within_mean,beta_master,C_master,r2_master,alpha_median,alpha_IQR_low,alpha_IQR_high,pct_r2_ge_07,pct_r2_ge_05
excl_earthquake,1069,15,0.7807236508832631,0.39141081853178206,0.30936124368921425,0.5235662021579615,0.8621701452994213,0.96871445471993,0.4582280272290121,1.5894751871518609,0.7120280948200176,0.9385425812115891
