distance_band,distance_center_km,n_points,t_min,t_max,phi_0,phi_inf,tau,sse,r2,fit_ok
0-25km,12.5,28,0.0,648.0,0.9967260179034646,1.09003898592383,294.43510432475995,0.012570971998059595,0.5654672244426604,1
25-50km,37.5,28,0.0,648.0,1.0070814043013576,1.0867867062931318,268.8060411281439,0.011442987409047783,0.5197244988687559,1
50-100km,75.0,28,0.0,648.0,0.9503786527945732,1.0071287719627955,162.96129972517795,0.025608376270784994,0.2069701469999421,1
100-200km,150.0,28,0.0,648.0,0.9283781174534335,0.9862091216391645,118.83102877220772,0.045687034234785644,0.12484599595216317,1
200km+,300.0,0,,,,,,,,0
