n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
10,-0.5833333333333333,-0.7495833333333333,-0.4666666666666666,0.10095279706304752,0.02479720364085145,0.2053863511058121
