r_bin_km,phi_mean,n_tiles_mean,n_tiles_overlap_mean,r_center_km,abs_dev
70.0,0.9370083363993551,84.66666666666667,79.0,75.0,0.0629916636006449
80.0,1.0538010550762669,98.0,96.33333333333333,85.0,0.05380105507626687
90.0,1.0574805966004923,132.0,130.33333333333334,95.0,0.05748059660049232
100.0,1.035917989344587,157.0,156.66666666666666,105.0,0.0359179893445869
110.0,1.0293072240269552,172.0,172.0,115.0,0.02930722402695518
120.0,1.0149026559741419,172.66666666666666,168.66666666666666,125.0,0.014902655974141865
130.0,1.0247994203469226,171.0,169.33333333333334,135.0,0.024799420346922618
140.0,1.0190876227197554,171.33333333333334,167.0,145.0,0.019087622719755393
150.0,1.022771493423903,156.33333333333334,155.0,155.0,0.022771493423902944
160.0,1.0172039091068554,140.0,139.0,165.0,0.01720390910685543
170.0,1.006198485332605,116.33333333333333,114.0,175.0,0.006198485332604919
180.0,0.9885861147248532,73.33333333333333,71.33333333333333,185.0,0.011413885275146751
