slug,picked_window_start_pt,picked_hours_since_quake,movement_file,end_band,n_od,total_flow_sum,share_from_0_25km,share_from_25_50km,share_from_50_100km,share_from_100_200km,share_from_200kmplus
hurricane_beryl_pre_landfall_2024,2024-07-02 08:00:00,40.0,78341420054699175_2024-07-02_0800.csv,25-50km,29,1780.0,0.0,0.9269662921348315,0.07303370786516854,0.0,0.0
