k0,gamma,k0_null,n_events,n_total_pts,ssr_ode,ssr_pl,ssr_null,r2_ode_total,bic_ode,bic_pl,bic_null,delta_bic_ode_vs_pl,delta_bic_ode_vs_null,k_ode,k_null,k_pl
0.041951765836398786,2.2382096176443156e-13,0.04195222310227124,16,185,3.15904573848509,1.5649587230180722,3.1590457386105926,-0.3089299834671624,-742.5251658966173,-715.8604432504304,-747.745521714346,-26.664722646186874,5.2203558177286595,2,1,32
