slug,D_peak,D_inf_norm,n_pts,ssr_ode,r2_ode,ssr_pl,r2_pl,alpha_pl
flooding_in_central_and_eastern_europe_sept_16_2024,0.1005919988678328,0.8665136001354186,4,0.008420418047667456,0.24403268382250753,0.0038467188134668666,0.6546497239158381,0.09784336011323486
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,0.1218373784779385,0.2621957629686773,5,0.07997997937143692,-1.3192208258988223,0.004357749254396607,0.8736360911284378,0.593924263029768
hurricane_beryl_across_southeastern_texas_us,0.1182352467469458,0.2020490314191309,6,0.08897425959036394,0.460814944354045,0.001202578950485386,0.9927123574692119,0.6471140254387306
hurricane_beryl_pre_landfall_2024,0.1714251397966239,0.4486801646922188,6,0.204261306147403,-0.14522729670857704,0.015250416716497666,0.9144958296834236,0.425390117873608
hurricane_john_across_southeastern_guerrero_mexico,0.1013123414320732,0.8340106279041756,3,0.044191332992730446,-345.04784358955845,6.337435083904472e-06,0.9503736231483509,-0.018788522877199818
hurricane_john_southern_mexico_25_september_2024,0.1169310535357565,0.6355443005209976,3,0.0021814311448161263,0.337568626121886,0.0011614901036031394,0.6472923351699399,0.08226672574180169
hurricane_milton_across_florida_us,0.1402609197082922,0.7943681594503664,3,0.02409612249156269,0.1822255866112158,0.011815106920355985,0.599018799215389,0.2091651414158485
moldova_flooding_2024,0.0629946988646874,0.6441664810851007,4,0.06522221228090759,-3.688096724660883,0.0015721375367659966,0.886996583233246,0.18283202892269843
spain_flood,0.1291051378624129,0.785070108828101,4,0.03911453565934992,0.14760445603158112,0.0009452903727332864,0.9793999522711581,0.26721115521134037
the_earthquake_across_central_mexico,0.2475952968745697,0.3869447158247225,4,0.014242292195127867,0.6553330298561264,0.003632763324894888,0.9120862350465164,0.34797527774970777
the_flooding_across_bagmati_and_koshi_provinces_nepal,0.1846441741699349,0.5439554336665122,5,0.6360748201359184,-3.9087177399305144,0.009509335610294104,0.9266145382154427,1.134652292335241
the_flooding_across_eastern_bangladesh,0.084443726999841,0.5486530819271915,5,0.2620547475595132,-29.17185236976879,0.0027257719760328415,0.6861663815655978,0.1691876148186711
the_flooding_across_gujarat_india,0.1248691169593248,0.6516885562177972,6,0.06228613593289288,-0.4113881790543916,0.013643087773130868,0.6908510614698509,0.16091047822223678
turkiye_earthquake_2023,0.4011400882265244,0.5693644673300816,4,0.0077132071143661725,0.6976596357264601,0.0009330109328144831,0.9634280706954015,0.22283867444572228
typhoon_yagi_across_northeastern_vietnam,0.2564811305157264,0.2442661187901973,5,0.07430414622886602,0.6366027728145023,0.0003723982625223513,0.9981787221456998,0.8332010653890054
wildfires_in_boise_county_idaho_27_august_2024,0.1370914440779581,0.351065603851145,3,0.041749376114775756,-10.956573303618814,0.0005787448606790416,0.8342536824555663,0.1809235793291553
