k0,gamma,k0_null,n_events,n_total_pts,ssr_ode,ssr_pl,ssr_null,r2_ode_total,bic_ode,bic_pl,bic_null,delta_bic_ode_vs_pl,delta_bic_ode_vs_null,k_ode,k_null,k_pl
0.0423689496332753,3.460978168252641e-14,0.04236935076747431,16,70,1.6548663230076983,0.0715529388437574,1.6548663231006204,-0.7625982185129527,-253.63726008143766,-346.0550581864212,-257.8857553195564,92.41779810498355,4.248495238118721,2,1,32
