removed_slug,n_after_remove,spearman_rho,spearman_p
flooding_in_central_and_eastern_europe_sept_16_2024,12,-0.7272727272727274,0.0073550288578051294
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,12,-0.6013986013986015,0.03858845292201946
hurricane_beryl_across_southeastern_texas_us,12,-0.6083916083916086,0.03580599705202923
hurricane_john_across_southeastern_guerrero_mexico,12,-0.6853146853146854,0.013905968814362752
hurricane_john_southern_mexico_25_september_2024,12,-0.7062937062937064,0.010245193941127849
hurricane_milton_across_florida_us,12,-0.7132867132867133,0.009201779777634764
moldova_flooding_2024,12,-0.6853146853146854,0.013905968814362752
spain_flood,12,-0.6923076923076924,0.012593030496094112
the_flooding_across_bagmati_and_koshi_provinces_nepal,12,-0.6223776223776225,0.030675895061640146
the_flooding_across_gujarat_india,12,-0.6643356643356644,0.01845271802844544
turkiye_earthquake_2023,12,-0.7412587412587414,0.005801150474478245
typhoon_yagi_across_northeastern_vietnam,12,-0.6083916083916086,0.03580599705202923
wildfires_in_boise_county_idaho_27_august_2024,12,-0.6013986013986015,0.03858845292201946
