n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
13,-0.6853146853146854,-0.7370629370629371,-0.6013986013986015,0.013905968814362752,0.00626731398947631,0.03858845292201946
