slug,alpha_mono,n_mono,alpha_full,n_full,alpha_full_wls,r2_mono,r2_full,r2_full_wls,status,abs_diff_mono_full,abs_diff_mono_full_wls,sign_flip_mono_full,sign_flip_mono_full_wls
moldova_flooding_2024,0.9572903177853052,3,0.0199276936455141,37,0.0038344527302209,0.8794672098655322,0.0029005952552239,0.000165268979296,ok,0.9373626241397911,0.9534558650550843,0,0
typhoon_yagi_across_northeastern_vietnam,1.0025312947096547,3,0.4217452985036412,29,0.4543966602321582,0.999528289789404,0.645549467994734,0.7763659493070194,ok,0.5807859962060136,0.5481346344774966,0,0
the_wildfires_in_quito_pichincha_province_ecuador,0.7804941327885703,3,0.4131256272125356,40,0.362448845309238,0.8602030926082725,0.5093285653723709,0.6070248848148885,ok,0.3673685055760347,0.4180452874793323,0,0
turkiye_earthquake_2023,0.2553451872320688,9,0.043730098545885,100,0.0881238618790261,0.8215701654505426,0.1358101450216885,0.5369177109164529,ok,0.21161508868618378,0.16722132535304268,0,0
the_earthquake_across_central_mexico,0.4251421748542572,8,0.4095184793930301,10,0.3982750784805491,0.7482878336367216,0.7727105709189981,0.8549372367882884,ok,0.015623695461227105,0.0268670963737081,0,0
typhoon_krathon_across_taiwan,0.2727008093973827,10,0.2727008093973827,10,0.1983918018884505,0.5967348920575782,0.5967348920575782,0.5214695614594307,ok,0.0,0.07430900750893224,0,0
