r_km,tau_p50,tau_p025,tau_p975
35.377110106113335,1242.9174071456832,1134.5619394041264,1361.6948088380902
36.904190477731454,1269.1272863287804,1163.1392382230592,1385.9619808643815
38.497188456932186,1295.6073804805105,1190.7475383810813,1409.5417864184647
40.15894942832667,1322.3592849688275,1218.3841018359349,1433.329397240466
41.89244159975774,1349.1775638808904,1246.5113944619222,1459.553446250619
43.70076130405982,1376.0846691909571,1275.4276592461802,1485.521103843607
45.58713852967345,1403.7011982317445,1304.2541542472363,1511.2917962620102
47.55494268999323,1431.531575489233,1334.2211170147348,1534.5694461478731
49.60768864175383,1459.4188993347093,1364.0576899561554,1561.0671757447203
51.749042963204595,1487.620950043148,1394.8887968371666,1589.4712663605992
53.98283050328626,1516.1404839778006,1426.0127634482071,1615.7209779798386
56.31304121350794,1544.639821417327,1456.3859737153086,1641.8060077406808
58.74383727472744,1573.3500019443118,1487.9354154784517,1665.8355396964505
61.279560531564755,1601.916789893044,1518.5795761567906,1692.0292951983304
63.92474024772723,1631.2093242028348,1550.3690564515503,1718.4016774705135
66.68410119609992,1660.7046105592854,1582.5155060164302,1744.8070675520567
69.56257209805084,1690.4710432834809,1613.3699936989926,1771.838264631034
72.56529442702502,1719.7224136875584,1644.0764907723328,1799.8728787787002
75.69763159215285,1749.211321736056,1676.4047032129029,1828.3959466912222
78.96517851827618,1779.7625911837413,1708.5974590545927,1858.237260986467
82.37377163950298,1809.7429555106442,1740.8245727381402,1887.439073421905
85.92949932414218,1840.0300624719086,1774.2857994728668,1917.3345777931818
89.6387127496389,1870.7886141515041,1806.0540029534875,1945.242380704605
93.50803724693398,1901.2183321175871,1837.8299616492259,1975.4410981700198
97.54438413451231,1931.8996682425077,1869.227667151702,2005.330976951823
101.75496306327712,1962.8640412567888,1900.762177822583,2034.9365082154188
106.1472948942993,1993.6748916534061,1932.9404292828851,2064.515542877287
110.7292251324459,2024.4959147481286,1963.4432403619596,2095.088204653949
115.50893793988133,2055.321287994563,1995.6999663317176,2125.5097279326
120.49497075447148,2086.6346966180413,2026.1220147824702,2155.8968134332686
125.69622953920339,2118.5587856475563,2056.6634458014514,2186.481539860858
131.12200468985807,2149.7359043350457,2086.9791441418383,2217.7566464277047
136.78198762934926,2180.9788838731038,2117.338645926916,2249.723118144698
142.68628811837067,2212.6929803235103,2148.4348796365834,2281.7889141816345
148.8454523132708,2244.4935558616826,2178.0451602625926,2312.381861930966
155.2704816034089,2275.194201693953,2209.27513132284,2343.3740897259004
161.97285226164084,2306.022945965778,2239.1586285350127,2375.542616101548
168.9645359430338,2336.471575247879,2269.6851639466486,2407.2497304333424
176.25802106842244,2367.6935049256235,2299.604482287621,2437.9482691672993
183.86633513100398,2398.3234698208744,2328.4063309837165,2468.653523096162
191.80306796581507,2428.55966722661,2358.8737505449876,2499.5220974490817
200.0823960236521,2458.926240319839,2389.66236723807,2529.288546299085
208.71910769279546,2489.1497333005864,2419.65220655541,2558.741538122461
217.72862971376577,2519.430737424871,2449.697964011435,2588.787802601751
227.1270547342919,2549.4428522175554,2479.0599439490384,2618.4686985997664
236.93117005371226,2578.9095307964794,2508.793381066448,2648.272220587983
247.15848760815035,2608.3645469903927,2538.1630626727274,2678.89296456879
257.82727525002184,2637.753564740661,2567.722726565509,2707.6140143754333
268.95658937774783,2666.8163717175075,2596.5411227337718,2736.9134293225325
280.5663089739551,2695.855720655707,2626.4475041834553,2766.206375606257
292.67717111295804,2724.6474918006456,2655.3372482331442,2793.7311928885333
305.3108080009546,2753.0769181387836,2684.162373874712,2821.0200803991856
318.48978561508625,2781.5151250879744,2711.5790969545833,2846.9051981329303
332.23764401038267,2809.3064520419184,2740.2982873755,2873.2245037381217
346.5789393665916,2836.4668013228033,2768.492361268893,2898.6826672180814
361.5392878499887,2863.598347544656,2797.1003883822705,2925.1817964213064
377.14541136851483,2890.119895651068,2824.4585718934377,2950.5647224208255
393.42518530197606,2916.185582276772,2852.5948835302343,2974.8766739420134
410.4076882925487,2942.2986730445746,2879.806532993327,3000.029912266963
428.12325418452946,2967.8548305276836,2906.5670077551326,3024.634148156253
446.60352620611263,2992.7411454366725,2933.7428970297387,3048.6076753768407
465.88151348995655,3017.892857906078,2959.9042653855695,3071.8313439682634
485.9916500335095,3042.292148035339,2985.1877288999044,3094.681878250348
506.969856204404,3065.8874021306783,3012.680954544895,3116.360725626767
528.853602900775,3089.2304577311597,3036.9237090925762,3139.6795313446714
551.6819784811119,3112.282055402443,3061.0157509926803,3161.1439840091293
575.4957585831892,3134.9154220290957,3084.086568649226,3185.4891639418215
600.3374789567821,3156.9627187745896,3105.3363849917687,3206.91600775851
626.2515114402656,3178.2070926502256,3125.786588836885,3229.3065101641814
653.2841432168041,3199.135220255459,3146.0294308298476,3251.0532912984518
681.4836594916893,3219.197801062371,3164.937597400741,3273.4581977304497
710.9004297385161,3238.751920568412,3183.969765997381,3296.5350372226976
741.5869976682404,3257.7823417382397,3200.91649805223,3318.1350787282336
773.598175081816,3275.9112797707967,3216.5698564864083,3342.0172798731505
806.9911397740585,3293.550318609492,3228.8900897241124,3364.53209679131
841.8255376636067,3311.450124617608,3240.4413813451774,3386.2983715406076
878.1635893313949,3327.4514258859535,3250.6513101402406,3410.1721361289133
916.070201157948,3342.9399979066966,3261.0095270958645,3434.498848790106
955.6130812580056,3357.50157992012,3268.617185712125,3458.1773783776475
996.8628604195445,3372.6556531854885,3276.8883057299554,3482.361974181018
