r_bin_km,phi_mean,n_tiles_mean,n_tiles_overlap_mean,r_center_km,abs_dev
0.0,1.096974578491957,62.0,62.0,5.0,0.0969745784919569
10.0,1.1037205780159882,190.0,190.0,15.0,0.10372057801598822
20.0,1.092670281069919,314.0,313.0,25.0,0.09267028106991892
30.0,1.0927598956634168,429.0,421.0,35.0,0.0927598956634168
40.0,1.0906394339913907,516.0,508.5,45.0,0.09063943399139074
50.0,1.0670519491806862,676.5,668.5,55.0,0.06705194918068624
60.0,1.066169804622882,783.5,779.5,65.0,0.06616980462288202
70.0,1.0632648277945946,901.0,889.5,75.0,0.06326482779459464
80.0,1.063044959509094,982.5,973.0,85.0,0.06304495950909406
90.0,1.0554763278625556,1021.5,1009.5,95.0,0.05547632786255563
100.0,1.068436670712773,1101.0,1090.5,105.0,0.06843667071277304
110.0,1.0722084406679429,1132.5,1125.5,115.0,0.07220844066794285
120.0,1.0634391122197147,1244.0,1230.5,125.0,0.06343911221971466
130.0,1.0556902312201757,1323.0,1312.5,135.0,0.05569023122017569
140.0,1.0646616830926638,1132.5,1122.5,145.0,0.06466168309266385
150.0,1.0555108519370537,992.0,988.5,155.0,0.05551085193705374
160.0,1.0463564755657702,976.5,969.5,165.0,0.04635647556577016
170.0,1.0448377480356346,803.5,791.0,175.0,0.04483774803563456
180.0,1.0578336517011258,591.0,579.0,185.0,0.057833651701125754
190.0,1.0609584208138674,365.5,362.5,195.0,0.060958420813867376
200.0,1.0550339476225674,216.0,214.0,205.0,0.055033947622567414
210.0,1.088754119893637,116.0,114.5,215.0,0.08875411989363702
220.0,1.07622728553668,21.0,21.0,225.0,0.0762272855366799
